srr	rc	offset	p	fdr
SRR1333393	34	12	0.11051718890667	0.240700343759138
SRR1585517	33	12	0.110565755448925	0.240719932138802
SRR2052996	35	14	0.110648069382252	0.240721835892329
SRR1535531	27	12	0.110656501238226	0.240721835892329
SRR2052990	26	14	0.110685348510742	0.240721835892329
SRR1535533	30	12	0.11108993471128	0.241515394156082
SRR2096967	27	12	0.111741240127135	0.242844574381337
SRR2052943	32	14	0.111788956614691	0.242861508245417
SRR1573938	28	12	0.112210186708759	0.24368959862527
SRR1042900	25	12	0.112314745898487	0.243829621449143
SRR1535523	33	12	0.112984895706177	0.245196974877158
SRR2146892	25	14	0.113383716596559	0.245974731831978
SRR1610256	31	12	0.113964903176325	0.2471474174765
SRR2052917	29	14	0.114009206737336	0.247155382959093
SRR2052913	33	14	0.114232598535775	0.247551441714685
SRR627620	27	12	0.11457460269051	0.248123147355703
SRR2064455	30	13	0.114599507102275	0.248123147355703
SRR1585497	32	12	0.114618780876135	0.248123147355703
SRR1802151	30	13	0.114750989130698	0.248320977190337
SRR1758409	33	12	0.114855696862984	0.248459176393148
SRR1535516	32	12	0.115541546372697	0.249853973190585
SRR2053003	32	14	0.11563862281628	0.249975032903849
SRR2873701	30	12	0.115888987109795	0.250427249942765
SRR4045277	35	14	0.116111755371094	0.250819534063339
SRR1610244	32	12	0.116166028489593	0.250847693043022
SRR2052919	27	14	0.116280078887939	0.251004868656968
SRR1795439	35	14	0.116351734775437	0.251066159250846
SRR2053002	35	14	0.116432519739849	0.251066159250846
SRR2873687	30	13	0.116446780718662	0.251066159250846
SRR931825	31	12	0.116473565905949	0.251066159250846
SRR1257260	34	12	0.117156982421875	0.252449849122305
SRR1535522	31	12	0.118337905981531	0.254904207537412
SRR2052927	33	14	0.1188220136359	0.255856392547675
SRR2096964	25	12	0.118874585093168	0.25587901667436
SRR2052998	29	14	0.119420261005871	0.256962662786952
SRR2086026	28	12	0.119890330059957	0.257882912925997
SRR2052945	35	14	0.119983793511719	0.257992723906605
SRR2075419	35	14	0.120343175649213	0.258674041510305
SRR1585509	33	12	0.120625815955468	0.259189981793399
SRR2873690	27	12	0.120840252971529	0.259559060319848
SRR2052917	26	14	0.120953396992149	0.259710382599098
SRR1802147	30	13	0.12127204975785	0.26030270948377
SRR944659	26	14	0.121452198469763	0.260597433259812
SRR1173913	26	12	0.122005610039021	0.261692569064656
SRR2052985	29	14	0.12211193420444	0.261778213544235
SRR1585519	33	12	0.122190316676871	0.261778213544235
SRR810102	35	13	0.122200547722791	0.261778213544235
SRR2086030	33	13	0.122217676551969	0.261778213544235
SRR1585546	25	14	0.122327423676271	0.261921055340639
SRR2052939	28	12	0.122735929018353	0.262703256938297
SRR1333393	35	12	0.123007861897349	0.263178341685964
SRR2052930	35	14	0.123044419489542	0.263178341685964
SRR4045270	28	12	0.12328533788032	0.263600952662913
SRR2052941	26	14	0.123439900256926	0.263838690535096
SRR2052941	29	14	0.123737545862006	0.264381978039544
SRR2052937	35	14	0.124796388709384	0.266550713665443
SRR2052958	35	14	0.124883394580564	0.266642923563907
SRR2874124	28	12	0.125076611321649	0.266961763743717
SRR1660332	31	12	0.125226989758401	0.267188978849651
SRR2052999	35	14	0.125403686558121	0.267472168770354
SRR1802136	30	12	0.125771462269151	0.268095082801237
SRR2052955	27	14	0.125783883990585	0.268095082801237
SRR2052944	29	14	0.126000963168394	0.268423572226231
SRR1257227	30	12	0.126026257155699	0.268423572226231
SRR2064434	31	12	0.126182556152344	0.268561516930447
SRR1802132	32	12	0.126240534470089	0.268561516930447
SRR1573930	32	14	0.126250785645512	0.268561516930447
SRR1528689	32	12	0.126267620979957	0.268561516930447
SRR1916551	31	12	0.126866551420643	0.269741080842983
SRR627626	26	12	0.127732702589176	0.271487781219413
SRR5413155	30	13	0.129563899005631	0.275283687618322
SRR1585501	25	14	0.129659104987601	0.275389781997059
SRR2052947	31	12	0.129898986387652	0.275802978776993
SRR2873693	32	13	0.130150721761967	0.276241046921859
SRR1758412	32	12	0.130205222271379	0.276260330337216
SRR4045282	26	12	0.130270371486893	0.276302186106963
SRR627625	25	12	0.130739019664219	0.277199531759304
SRR2064455	26	12	0.131231087387998	0.278145890097977
SRR1585511	25	14	0.13166626003133	0.278900953754208
SRR2096972	25	12	0.131679029949381	0.278900953754208
SRR2064430	32	12	0.132110431551486	0.279717283371977
SRR1573940	32	14	0.132399872990603	0.280232577384078
SRR1204655	31	12	0.132484436035156	0.280314025878906
SRR2086029	32	13	0.13295452001988	0.281210829374453
SRR2052957	35	14	0.133288302452371	0.281818819540414
SRR4045270	29	12	0.133356002921507	0.281863990886562
SRR1585541	25	14	0.133467936599187	0.282002590598421
SRR1976443	32	13	0.133885485492562	0.282786600087242
SRR1585490	32	12	0.134191653832565	0.28333489422544
SRR2052940	27	14	0.134457419487636	0.283797530445277
SRR1528633	34	13	0.134644990781463	0.284094859147985
SRR1535551	26	12	0.134703493589792	0.28411974740177
SRR4293694	34	12	0.134804737060599	0.284234736755503
SRR2064455	27	12	0.134905514215577	0.284348663538931
SRR2052949	29	14	0.135244147890894	0.284963682584104
SRR2052936	35	14	0.13529392212603	0.284969850516843
SRR810104	29	13	0.136025949555116	0.286412547990229
SRR1173907	29	13	0.136208534240723	0.286697755635404
SRR5413158	35	13	0.136769228273054	0.287778351983738
SRR2052947	27	14	0.137224333645328	0.288636107041677
SRR2052951	26	14	0.137336730957031	0.288772670035127
SRR1795427	35	14	0.137447646660061	0.288817979773628
SRR2052986	29	14	0.137453238771108	0.288817979773628
SRR2874124	33	12	0.137669619773319	0.289172754516954
SRR2873689	26	12	0.137718451073758	0.289175470445864
SRR2052953	35	14	0.138376342239729	0.290423645290445
SRR2096969	28	12	0.138408375422818	0.290423645290445
SRR2064567	26	12	0.139141768496648	0.291861854401763
SRR2052927	29	14	0.13957330561243	0.2926661213514
SRR4293695	34	12	0.140684550162002	0.294894596359565
SRR1585540	32	12	0.140859862841649	0.295160367091198
SRR2052945	25	12	0.140954412120257	0.29525677993372
SRR944662	30	14	0.141502429109293	0.296222697622444
SRR1573930	26	12	0.14151293100293	0.296222697622444
SRR2873533	33	12	0.141625162330771	0.296355645840413
SRR944659	30	14	0.141691297061725	0.296392077037989
SRR627621	31	12	0.141900199242163	0.29672702371608
SRR2052985	25	12	0.14215087890625	0.297149070923271
SRR1585534	35	12	0.142578125	0.297939791952937
SRR2052916	32	14	0.143008007169998	0.298735476516173
SRR1795433	25	12	0.143189957938369	0.299012878180261
SRR1585490	33	12	0.143570228355835	0.299704083420915
SRR2096968	27	12	0.143866140672903	0.30021877657402
SRR2052915	33	14	0.14411419612555	0.300633283618559
SRR2064453	33	12	0.144280863469569	0.30087778281981
SRR1610256	33	12	0.14453125	0.301193420263789
SRR1802154	33	12	0.14453125	0.301193420263789
SRR2954801	26	14	0.144754626953704	0.301551187268256
SRR1661497	29	12	0.14480207430718	0.301551187268256
SRR1585538	33	12	0.14524286317199	0.302365618300895
SRR1535519	32	12	0.145381668560731	0.302551039977737
SRR4045272	33	14	0.145455884893214	0.302601965733729
SRR627626	34	12	0.145841965306128	0.303301427335787
SRR2096971	33	13	0.14602643040962	0.30358126322
SRR2873694	32	13	0.146345690528898	0.304141043897262
SRR5413156	29	13	0.146903559216004	0.305196158029696
SRR1573937	32	14	0.147172362320054	0.305650215088048
SRR1535525	32	12	0.147292736917734	0.305795808419992
SRR1585529	27	14	0.147380668389712	0.305873969912868
SRR4045294	26	12	0.147498708351716	0.306014543964354
SRR2052917	27	14	0.147553006256203	0.306022822044488
SRR2873531	34	13	0.147856914783632	0.306548606894627
SRR2064450	33	12	0.148090995758573	0.306839777502112
SRR1795432	28	12	0.148098238820681	0.306839777502112
SRR2052937	26	14	0.148504090835942	0.307575888510398
SRR1802134	27	12	0.148589884239918	0.307648831120293
SRR1802153	30	13	0.148803357806337	0.307985990315056
SRR1660331	28	14	0.148954306570036	0.308093168432003
SRR2064454	26	12	0.148956437343173	0.308093168432003
SRR2052945	29	14	0.149562826897752	0.309242242018703
SRR627621	27	12	0.14993305140246	0.309902396086023
SRR944659	27	14	0.150128386916713	0.310200739678792
SRR2052988	29	14	0.150200882606441	0.310216557955305
SRR1758379	33	12	0.150238037109375	0.310216557955305
SRR1535519	34	12	0.150390625	0.310320953824627
SRR1660330	35	13	0.150390625	0.310320953824627
SRR2052984	32	14	0.150760798483373	0.310979293717992
SRR1802138	35	12	0.151521980762482	0.312404146572677
SRR1661493	33	12	0.151611328125	0.312404146572677
SRR1802148	32	12	0.151652132743038	0.312404146572677
SRR2075417	30	14	0.151656985834147	0.312404146572677
SRR627625	33	12	0.151719063555009	0.312426223292186
SRR1802130	33	12	0.152468204498291	0.313862635520509
SRR2052935	34	12	0.152568215168918	0.313962264165266
SRR5413158	34	13	0.152662098293467	0.314049220128224
SRR1795432	31	12	0.153298735318154	0.31525226739024
SRR2052928	33	12	0.153544630541883	0.315651229329595
SRR2064449	33	12	0.153786442882847	0.315991596930977
SRR1507056	28	12	0.153829574584961	0.315991596930977
SRR1802130	31	12	0.153866038157086	0.315991596930977
SRR1758394	31	12	0.154499166295864	0.317184754835551
SRR4045291	26	12	0.154949969966103	0.318002924191566
SRR2874123	28	12	0.155144678828871	0.318295137037445
SRR1585522	34	12	0.155490745243854	0.318897573607
SRR1535524	33	12	0.155782699584961	0.319388662479042
SRR627627	33	12	0.156046682763482	0.319822092739307
SRR1802134	29	12	0.15616750163849	0.319915432514305
SRR1802156	30	13	0.156223539146595	0.319915432514305
SRR1610245	35	12	0.15625	0.319915432514305
SRR2052948	28	12	0.156748743304313	0.32082860212656
SRR3317843	26	12	0.156828523858004	0.320883925539266
SRR2874130	33	12	0.157325189899512	0.321791906576575
SRR1585490	25	14	0.157724525857085	0.322416343824261
SRR2096967	28	12	0.157736485158803	0.322416343824261
SRR2052935	29	14	0.158108886187646	0.323068980409623
SRR1802153	35	12	0.158203125	0.323152991731028
SRR1257262	32	12	0.158308517141654	0.323259721306708
SRR2874125	33	12	0.158653637794255	0.323855731108205
SRR2052948	35	14	0.159490357036224	0.325454492402332
SRR2086031	30	12	0.15979031847951	0.325957245912428
SRR627626	32	12	0.160090212040453	0.326459523916216
SRR1528687	28	12	0.160373131532889	0.326877743977299
SRR1257271	30	12	0.160402772607634	0.326877743977299
SRR1660330	27	14	0.160806693926028	0.327591131665113
SRR4045289	29	12	0.160906904703433	0.327685537767319
SRR2052914	32	14	0.161345918518427	0.328469619259568
SRR2052954	35	14	0.16262126903213	0.330955229013866
SRR1585533	27	14	0.163001348324149	0.331559067564001
SRR627621	34	12	0.163026988506317	0.331559067564001
SRR2052996	32	14	0.163224849864953	0.331817264099492
SRR2096965	25	12	0.163299118514951	0.331817264099492
SRR2064456	27	12	0.163323802111749	0.331817264099492
SRR1976448	25	12	0.163372136442213	0.331817264099492
SRR1535519	33	12	0.163970947265625	0.332922320499598
SRR2053003	35	14	0.164227116407689	0.33333118088354
SRR1795437	35	14	0.164343829277357	0.333456809037413
SRR5413158	31	13	0.164962965233829	0.334601439652346
SRR627624	32	12	0.165124966366913	0.334818390136644
SRR2053001	28	12	0.165198058819442	0.334854978939909
SRR1758411	32	12	0.165571074597846	0.335499282737741
SRR931823	35	14	0.165861437528551	0.335975732429628
SRR2052926	25	12	0.166015625	0.336077148422712
SRR1528688	28	12	0.166022000823648	0.336077148422712
SRR1173905	29	13	0.166284382343292	0.336496306651446
SRR1585518	33	12	0.166566654548767	0.336852781086358
SRR2052985	30	12	0.166571291387106	0.336852781086358
SRR5413155	35	13	0.167105694725822	0.337821183455358
SRR1528686	28	12	0.16724651393403	0.337993536299238
SRR2052953	34	12	0.168332734249996	0.340075729804957
SRR4045278	25	12	0.168487548828125	0.340275484568886
SRR2052936	32	14	0.168560836871687	0.340310511347651
SRR2052931	35	14	0.169135487137131	0.341357388273115
SRR1802150	30	13	0.170577687997138	0.34415392241678
SRR2874130	32	12	0.170792377665009	0.344472822724221
SRR2075417	32	14	0.171417019037016	0.345618073186003
SRR1610247	31	12	0.171569913625717	0.345811724514658
SRR2052948	27	14	0.171842373251963	0.34624615981838
SRR2874128	32	12	0.172372248182334	0.347198803209649
SRR1795431	35	14	0.172681767331175	0.347593159060892
SRR2052939	33	14	0.172687868250252	0.347593159060892
SRR2052917	33	14	0.172837031898947	0.347593159060892
SRR2052947	28	12	0.17284380069614	0.347593159060892
SRR1585486	34	12	0.172871516704435	0.347593159060892
SRR810103	35	13	0.172910882676025	0.347593159060892
SRR1610250	34	12	0.173072814941406	0.347734861991207
SRR2052998	26	14	0.173095703125	0.347734861991207
SRR4045290	30	12	0.173349233016242	0.348129212425817
SRR1585551	35	12	0.173483848571777	0.348284571241624
SRR2873692	25	12	0.174676460796036	0.350563151112599
SRR2052955	33	14	0.174919938717741	0.3509360116161
SRR1507057	27	12	0.175453186035156	0.351889789202722
SRR2052983	32	14	0.176257363282317	0.353279335530051
SRR2052943	28	12	0.176329860159289	0.353279335530051
SRR1610250	33	12	0.176336152013391	0.353279335530051
SRR4045284	25	14	0.17637832352536	0.353279335530051
SRR1660329	27	14	0.176665318661137	0.353737700268499
SRR2873694	26	12	0.177381197980582	0.35503040308383
SRR2146889	25	12	0.177427655001618	0.35503040308383
SRR1802140	35	12	0.177526473999024	0.355056091408288
SRR1610259	31	12	0.177557229995728	0.355056091408288
SRR2146892	26	12	0.178061990519898	0.355948435206225
SRR1660330	25	14	0.178219060044248	0.356145381816413
SRR2873698	28	13	0.178975845668554	0.357540252611433
SRR2874130	34	12	0.179075241088867	0.357621369515292
SRR5413157	30	13	0.179235685005394	0.357824309776112
SRR4045284	34	14	0.1793212890625	0.357877756354064
SRR1585500	27	12	0.179596888231008	0.358310223387742
SRR1585514	33	12	0.180766549801571	0.360525548341954
SRR1795432	25	12	0.181639920848909	0.361563987966338
SRR1802155	31	12	0.181640625	0.361563987966338
SRR1758395	32	12	0.181640625	0.361563987966338
SRR1535526	34	12	0.181640625	0.361563987966338
SRR2052932	26	14	0.181640625	0.361563987966338
SRR2052920	29	14	0.181643851261734	0.361563987966338
SRR810103	30	13	0.181814385170495	0.361785052336317
SRR2873696	28	12	0.18195455633032	0.361945574282975
SRR1257267	33	12	0.182098388671875	0.362113271752539
SRR1257272	34	12	0.182861328125	0.36351158790339
SRR2873691	26	12	0.183223160631144	0.36408807107632
SRR2874255	26	12	0.183271029695165	0.36408807107632
SRR2096969	34	13	0.18359375	0.364610114675155
SRR627626	33	13	0.184793593151928	0.36669038746455
SRR4045273	35	14	0.18480595249506	0.36669038746455
SRR2064435	28	12	0.184822082519531	0.36669038746455
SRR2052914	26	14	0.184998449398786	0.366920628527165
SRR2052984	29	14	0.185208632227817	0.367217767223538
SRR944653	32	14	0.185420549783743	0.36751815064663
SRR1535527	31	12	0.185844898544685	0.368190450598847
SRR2873702	30	12	0.185880794639003	0.368190450598847
SRR2052911	30	14	0.185941780568101	0.368191357811118
SRR2052913	26	14	0.18661941139726	0.369412912310293
SRR2873692	27	12	0.186689299406781	0.369431037180041
SRR2086025	35	13	0.186983460507965	0.369892809843886
SRR1758395	31	12	0.187304586172104	0.370407606529554
SRR1610252	34	12	0.1875	0.370506751470537
SRR1758390	33	12	0.1875	0.370506751470537
SRR2052989	27	12	0.18753744661808	0.370506751470537
SRR2096973	32	13	0.188351902366322	0.371995007173485
SRR2873690	25	12	0.188645191624212	0.372453327052932
SRR4045267	35	14	0.188730617737837	0.372501086210014
SRR1585539	25	14	0.188944510911865	0.372802289937357
SRR1610258	32	12	0.189453125	0.373684617177367
SRR2053000	29	14	0.189829937793547	0.374306486741702
SRR4293695	35	12	0.190590239129961	0.375683870585726
SRR1573934	25	12	0.191082285443971	0.376531759752405
SRR627621	32	12	0.191260034326132	0.37675997046822
SRR2052919	29	14	0.191503574959705	0.377117593551273
SRR1585502	25	14	0.191897358106556	0.377770753838894
SRR4045283	25	12	0.192458271892164	0.378752399844721
SRR1573934	32	14	0.192609184813066	0.378926801816909
SRR1173913	25	12	0.192733106116272	0.379048006629577
SRR1585522	25	14	0.192984689114875	0.379420124074269
SRR1173910	26	12	0.193923552317756	0.381142800888178
SRR3306586	25	12	0.194030362356928	0.381226073461103
SRR2873693	27	12	0.194091262454222	0.381226073461103
SRR4045286	32	13	0.194285397162333	0.381484206242244
SRR1528686	27	12	0.194459916797071	0.381703670176375
SRR2052947	35	14	0.194897732207341	0.382165090675858
SRR2052939	26	14	0.194905091184975	0.382165090675858
SRR2053002	28	12	0.194923272767348	0.382165090675858
SRR2052954	26	14	0.1949462890625	0.382165090675858
SRR2873536	25	12	0.195106651215279	0.382267377958421
SRR4045291	33	14	0.195124150675801	0.382267377958421
SRR2052998	35	14	0.195312837720849	0.382513841550523
SRR1257236	34	12	0.195406951010227	0.382574986480596
SRR2075417	35	14	0.195781309589779	0.38318459016558
SRR2052936	27	14	0.196493138710939	0.384454089024973
SRR1916548	25	12	0.197155952453613	0.385502943997213
SRR2052931	29	14	0.197155952453613	0.385502943997213
SRR2052997	32	14	0.197874249989135	0.386783117829019
SRR2052951	35	14	0.198076961181463	0.387054980683211
SRR2052922	33	12	0.198591846802638	0.387851159936515
SRR1585493	27	12	0.198611928851265	0.387851159936515
SRR1795434	25	12	0.198732413466169	0.387961897020125
SRR1660335	28	14	0.198818504190752	0.388005441447656
SRR2874130	26	12	0.199119476031776	0.388412710336539
SRR2052926	28	12	0.19921875	0.388412710336539
SRR1802146	35	12	0.19921875	0.388412710336539
SRR2052913	27	14	0.199282817222411	0.388413129498214
SRR1976446	25	12	0.200161796995267	0.390001348854008
SRR1585498	32	12	0.200619927322453	0.390768817772168
SRR2053001	35	14	0.200699287193855	0.390798259923246
SRR4045282	34	14	0.200917869809408	0.391098688656202
SRR2053004	32	14	0.201062313258548	0.3912175561461
SRR2052955	32	14	0.201141721071356	0.3912175561461
SRR1610244	35	12	0.201171875	0.3912175561461
SRR1802132	33	12	0.201286306255497	0.391314989118629
SRR2052912	26	14	0.201681153455866	0.391857227550459
SRR2052915	30	14	0.201694062051699	0.391857227550459
SRR1802131	31	12	0.20195080105155	0.392230754405038
SRR1802129	33	12	0.202392578125	0.392828037312026
SRR1535532	30	12	0.202413875669687	0.392828037312026
SRR2052999	27	12	0.202452062629163	0.392828037312026
SRR2064566	33	13	0.202809874335806	0.393263026782133
SRR1795431	26	12	0.20286181456339	0.393263026782133
SRR2052935	31	12	0.202870192017481	0.393263026782133
SRR2075419	26	14	0.202949774342123	0.393291964741363
SRR1585495	34	12	0.203287096985118	0.393820194573399
SRR1758380	33	12	0.203661722131073	0.394420329743177
SRR4045287	27	12	0.204032267521043	0.395012184382719
SRR931825	27	12	0.204338073730469	0.395478365415985
SRR1802129	32	12	0.204651683568954	0.395959348330137
SRR1802157	30	13	0.204918358125724	0.396349244031408
SRR1585525	32	12	0.205119510897889	0.396612201141723
SRR2052939	27	14	0.205465605479201	0.397155156698437
SRR2052989	28	12	0.205639380845241	0.39736478833596
SRR1758412	33	12	0.205801065093271	0.397426302541923
SRR1795433	30	12	0.205801882789258	0.397426302541923
SRR1758380	32	12	0.205906770639031	0.397445289998398
SRR2064567	25	12	0.205942389293926	0.397445289998398
SRR2052935	25	12	0.2065219784705	0.398437423100555
SRR2874123	26	12	0.207106340818771	0.399419663578498
SRR1758396	31	12	0.207162426202558	0.399419663578498
SRR1916551	26	12	0.207740783691406	0.400407853990755
SRR944655	32	14	0.208660563309198	0.401964954987952
SRR2052988	35	14	0.208680803526542	0.401964954987952
SRR1610249	33	12	0.209008514881134	0.402468754676144
SRR2052934	32	14	0.209528040772082	0.403341478486259
SRR1257256	33	12	0.209693908691406	0.403533073891118
SRR2052939	29	14	0.209907816887638	0.403816967149748
SRR5413157	35	13	0.210195949812144	0.404243427982065
SRR1528692	33	12	0.210711485537208	0.405106816220872
SRR4293694	35	12	0.210830313683893	0.405207203203514
SRR931821	27	12	0.21103180482818	0.40546635147499
SRR1661495	28	12	0.211228474033788	0.405688524246216
SRR2064431	28	12	0.211280822753906	0.405688524246216
SRR2052989	29	14	0.211401921709694	0.405792959848555
SRR2052991	28	12	0.212032162844526	0.406874336461594
SRR2053002	29	14	0.212493748879611	0.407631496195103
SRR1802156	26	12	0.212799274799181	0.408088899307509
SRR1795431	28	12	0.212911183105878	0.40817482724017
SRR2873694	27	12	0.213031765794281	0.408257505417508
SRR1585503	33	12	0.21313123435765	0.408257505417508
SRR2052940	35	14	0.213155653001152	0.408257505417508
SRR4045274	31	12	0.213444269689693	0.408681615524836
SRR1916549	25	12	0.213642120361328	0.408910834718458
SRR2873689	28	13	0.213698428993914	0.408910834718458
SRR2064433	33	12	0.2139892578125	0.409295133162104
SRR1585532	33	12	0.214033835046631	0.409295133162104
SRR2146892	27	14	0.214303988583349	0.40968295491908
SRR1802135	26	12	0.215718628456686	0.412257749576506
SRR1585552	25	14	0.215991893333114	0.412650341440117
SRR1173909	35	14	0.216239002588911	0.412992732417062
SRR2086031	33	13	0.216925830319499	0.414174458830355
SRR2052929	33	14	0.217073826228897	0.414326979902849
SRR810104	25	12	0.21729824352575	0.414625224393707
SRR1585525	33	12	0.217541485541745	0.414959189887249
SRR1257267	30	12	0.218245725278654	0.416172020962399
SRR1585533	28	14	0.21853634903005	0.416595616154746
SRR1585514	35	12	0.21875	0.41687225877193
SRR1610249	32	12	0.21882578555278	0.41688608002429
SRR2873703	29	12	0.219030319017116	0.417145094108051
SRR1802139	34	12	0.219821274280548	0.418520441767942
SRR2052990	31	12	0.220471198030968	0.419485073610022
SRR1528686	26	12	0.220523379141469	0.419485073610022
SRR2052988	28	12	0.220534812659025	0.419485073610022
SRR2052951	27	14	0.220940674305894	0.420048869476272
SRR1976447	32	12	0.220969321440748	0.420048869476272
SRR1528630	26	13	0.221261549843783	0.420472979600041
SRR2052944	26	14	0.222780704498291	0.423209140519904
SRR1585496	34	12	0.222897407011522	0.423209140519904
SRR2096970	25	12	0.222910091439384	0.423209140519904
SRR2096968	28	12	0.223308137587417	0.423832574397585
SRR1976446	26	12	0.223801072489629	0.424635659374427
SRR1528695	32	12	0.223976135253906	0.424835307374341
SRR2874124	35	12	0.224075317382813	0.424890946271711
SRR2052916	29	14	0.224633827950129	0.425766505865416
SRR1976446	32	13	0.224677048138745	0.425766505865416
SRR1257264	30	12	0.225186787800948	0.426599573401795
SRR1585516	25	14	0.225321695907498	0.426722252865913
SRR2096967	25	12	0.225625907038023	0.427165388270243
SRR2052995	28	12	0.226016269356478	0.427771302581038
SRR931815	30	12	0.226128335271347	0.427773625103396
SRR1257268	33	12	0.226158142089844	0.427773625103396
SRR1610254	33	13	0.2265625	0.428285496167809
SRR1802155	27	12	0.226569575319416	0.428285496167809
SRR2052985	27	12	0.226703643798828	0.428405798455505
SRR2052955	25	12	0.227233638393898	0.429273982096299
SRR1795439	25	12	0.227368578308091	0.429395548540242
SRR4045285	26	12	0.227858194651336	0.430186653651172
SRR1795429	25	12	0.228779263533697	0.431791579297387
SRR2096975	27	12	0.229179912946245	0.432413588849878
SRR1758407	32	12	0.229413548542479	0.432635923584253
SRR2052991	31	12	0.229439994983199	0.432635923584253
SRR1795432	29	12	0.229564421941614	0.43273640491814
SRR2052945	28	12	0.229991063713957	0.433406332271377
SRR1528632	33	13	0.230404025982678	0.434050074342716
SRR2052946	26	14	0.230520898007168	0.434135796463655
SRR2052985	32	14	0.230786853649422	0.434502145078748
SRR2146893	31	13	0.231005773870319	0.434779740858028
SRR1585528	25	14	0.231112141618488	0.434845393586534
SRR2052917	32	14	0.231843186496067	0.436085993647365
SRR1173907	31	13	0.232642729431973	0.437454628480584
SRR2873537	25	12	0.233456379270401	0.438848935445565
SRR2052913	32	14	0.233581103095653	0.438947744865882
SRR944653	30	14	0.233953981305772	0.439512683225143
SRR2873697	28	13	0.234046214770424	0.439550208227382
SRR2052957	30	14	0.234239343645115	0.439777138084331
SRR3306584	32	12	0.235148511826992	0.441347854811352
SRR2873688	29	13	0.235350105225405	0.441480064573979
SRR2053001	27	12	0.235385836684145	0.441480064573979
SRR2052938	32	14	0.235436680828208	0.441480064573979
SRR2086027	27	12	0.235593497306	0.441637979695654
SRR1528690	34	12	0.23567674453224	0.441657928832291
SRR2052958	28	12	0.23600216837821	0.442105500629275
SRR1528692	34	12	0.236060934743364	0.442105500629275
SRR1795432	26	12	0.236226914315566	0.442280184604982
SRR2052949	31	12	0.23709629073651	0.443771303553906
SRR627624	31	12	0.237579122827284	0.444538235668523
SRR1802152	33	12	0.237668991088867	0.444569641080436
SRR2052935	33	14	0.239125171151173	0.447155984049366
SRR2064456	25	12	0.239280490840379	0.447308920031354
SRR2052926	29	14	0.239498138427734	0.447578241491831
SRR1528688	32	12	0.24001018986965	0.448397415533502
SRR1257242	33	12	0.241274218930244	0.450620532315835
SRR2064451	25	12	0.241410426241416	0.450736532482055
SRR2873691	27	12	0.241697452740882	0.45113396901589
SRR2052920	27	14	0.242255814373493	0.452037459765018
SRR2052955	26	14	0.242441962878202	0.452043730211297
SRR2052945	33	14	0.242447860440729	0.452043730211297
SRR1535530	32	12	0.242482112720609	0.452043730211297
SRR2052994	26	14	0.243155062198639	0.45303736361026
SRR2052932	28	12	0.2431640625	0.45303736361026
SRR1802135	25	12	0.243296086788178	0.453144548662733
SRR3317845	31	12	0.2437485435474	0.453848298254923
SRR4045285	25	14	0.243858631278755	0.453889185410166
SRR3356523	31	12	0.244048254215159	0.453889185410166
SRR1257259	35	12	0.244140625	0.453889185410166
SRR1802130	35	12	0.244140625	0.453889185410166
SRR2052996	25	12	0.244143582880497	0.453889185410166
SRR4045286	26	12	0.244562455276286	0.454528999525099
SRR2052983	25	12	0.245339282174335	0.455833492201123
SRR2873694	28	12	0.245531926682238	0.456052125193299
SRR1585542	34	12	0.245713703653669	0.456250445459485
SRR1585543	33	12	0.245975781342596	0.456597704579497
SRR2052996	27	12	0.246076311719865	0.456644967721763
SRR4045292	34	14	0.246252460199858	0.456832484109709
SRR1610245	27	12	0.246788767891303	0.457681183390217
SRR2874128	31	12	0.246860424577232	0.457681183390217
SRR1585503	25	14	0.247434752281081	0.458479578115247
SRR1573932	29	14	0.247441797624915	0.458479578115247
SRR4045286	34	14	0.247724115848541	0.458862910081205
SRR2064451	26	12	0.248376067406029	0.459930477330555
SRR944655	27	14	0.248552451107753	0.460056520970109
SRR2052936	28	12	0.248595394448257	0.460056520970109
SRR2052986	26	14	0.248701226126286	0.460112396145437
SRR1802147	32	12	0.249129932984033	0.460765394448731
SRR1795439	28	12	0.24932205351264	0.460980562771243
SRR627621	33	12	0.249436683367517	0.461052368558069
SRR2052913	31	12	0.24992195103411	0.461534379342276
SRR1535521	32	12	0.250014259529094	0.461534379342276
SRR1535551	27	12	0.250016293814399	0.461534379342276
SRR2052999	29	14	0.25004804879427	0.461534379342276
SRR1585553	25	14	0.250153798595144	0.461534379342276
SRR2874128	27	12	0.250160701837263	0.461534379342276
SRR2052952	32	14	0.250228568645541	0.461534379342276
SRR2096972	33	13	0.250411785498727	0.461601184131231
SRR1535549	25	12	0.250451644965985	0.461601184131231
SRR1535518	31	12	0.25057277763205	0.461601184131231
SRR2874256	25	12	0.250618413202467	0.461601184131231
SRR1802140	34	12	0.250644207000732	0.461601184131231
SRR2052922	29	14	0.250831604003906	0.461707780270624
SRR4045269	35	14	0.250862734992546	0.461707780270624
SRR1535526	32	12	0.250929791480303	0.461707780270624
SRR1758381	32	12	0.2513387149127	0.462320351622
SRR2052918	32	14	0.251619916456587	0.462697687970199
SRR1758397	26	12	0.251728820205821	0.462758057815657
SRR2052942	31	12	0.251830303805505	0.462804754697549
SRR1802132	30	12	0.251910278201645	0.462811906463488
SRR2052988	32	14	0.252138634625674	0.462900543192144
SRR1535550	26	12	0.252158396735855	0.462900543192144
