srr	rc	offset	p	fdr
SRR810102	32	13	6.06737281219156e-09	3.19271875575789e-08
SRR627620	30	12	6.36337621816801e-09	3.34558492092619e-08
SRR1535535	26	12	6.59197708052248e-09	3.46278036103784e-08
SRR1802147	27	12	6.63637051799689e-09	3.48309248153365e-08
SRR1585498	30	12	6.72186645087429e-09	3.52492358798865e-08
SRR2064449	31	12	6.86020157830586e-09	3.59436745915887e-08
SRR1610254	26	12	7.27024185699677e-09	3.80592781550012e-08
SRR1660328	29	12	7.36444209080584e-09	3.85192615979122e-08
SRR810103	33	13	7.86268517402188e-09	4.10899604068515e-08
SRR2874124	29	12	8.10790340207501e-09	4.23350870341822e-08
SRR1802140	30	12	8.30404343135891e-09	4.33220379013347e-08
SRR5345622	33	13	8.68057392674467e-09	4.52475845727402e-08
SRR1528692	26	12	8.95082936166493e-09	4.66163484649039e-08
SRR1976444	28	12	9.37816588422525e-09	4.88001566071362e-08
SRR1257251	25	12	9.56407545249984e-09	4.97250179295355e-08
SRR1585528	30	12	9.67476188880443e-09	5.02575376341566e-08
SRR1585490	30	12	9.87911393886066e-09	5.12752987116804e-08
SRR3306588	28	12	1.00696517567959e-08	5.22196859646971e-08
SRR1802132	27	12	1.03651184868417e-08	5.37061462993679e-08
SRR1535518	30	12	1.08320026280969e-08	5.60775080737984e-08
SRR1916542	32	13	1.08628036279427e-08	5.61891449564416e-08
SRR5345621	32	13	1.0878714108033e-08	5.62236345957221e-08
SRR2873536	28	12	1.11318519635654e-08	5.74830691802788e-08
SRR1535540	27	12	1.17094539183883e-08	6.04144259419476e-08
SRR5345622	31	13	1.18691395092113e-08	6.11864200292649e-08
SRR627627	31	12	1.2103762938829e-08	6.2343090564688e-08
SRR1585526	28	14	1.22175340442202e-08	6.28758541378946e-08
SRR1535542	30	13	1.23168040047479e-08	6.33331519534076e-08
SRR1660332	29	12	1.23753714054278e-08	6.35278743845752e-08
SRR1333394	26	12	1.23755599450471e-08	6.35278743845752e-08
SRR1528692	31	12	1.23981867598589e-08	6.3590362614015e-08
SRR2096964	32	13	1.33541331393213e-08	6.84357134679793e-08
SRR1585487	30	12	1.34581962967535e-08	6.89109495565249e-08
SRR1976446	27	12	1.38268299901293e-08	7.07389460302409e-08
SRR1257262	26	12	1.42402843964366e-08	7.27929831794318e-08
SRR810101	34	13	1.43900535930204e-08	7.34968060506661e-08
SRR1257250	25	12	1.49330504945511e-08	7.62061628845257e-08
SRR1585508	30	12	1.49895106855754e-08	7.64301705786715e-08
SRR1585529	30	12	1.56392731128116e-08	7.96764642757397e-08
SRR1173910	30	12	1.6564802084344e-08	8.4321080400891e-08
SRR2873530	31	12	1.66980800527314e-08	8.4928445619369e-08
SRR1257258	27	12	1.68416118985049e-08	8.55869049111158e-08
SRR1173909	28	12	1.77203732086192e-08	8.99774876694747e-08
SRR1585522	28	14	1.7745603891908e-08	9.00304491029828e-08
SRR1585495	28	14	1.85255972101433e-08	9.39093398577516e-08
SRR627626	27	12	1.89323858557336e-08	9.58915097089323e-08
SRR1610247	25	12	1.92377122956878e-08	9.7356908398227e-08
SRR1204655	29	12	1.96959604182131e-08	9.95931232119621e-08
SRR810101	32	13	1.98498031120068e-08	1.00287668048453e-07
SRR1257270	25	12	2.00218467470639e-08	1.01072940881651e-07
SRR1585516	33	12	2.03695460074148e-08	1.02742909090468e-07
SRR2873702	33	13	2.03921415665902e-08	1.02771662924249e-07
SRR1585541	33	12	2.20438866813671e-08	1.11004108181089e-07
SRR1257226	26	12	2.23181988440278e-08	1.12292476069662e-07
SRR2064431	30	12	2.24076491605201e-08	1.12649363506978e-07
SRR1585538	28	14	2.29297212468505e-08	1.15178773199498e-07
SRR1585514	26	14	2.31306189079467e-08	1.16092041928251e-07
SRR1585493	28	14	2.3244040037308e-08	1.16565124111249e-07
SRR1585547	27	14	2.38845422041074e-08	1.19678476299494e-07
SRR3306584	26	12	2.4103687096835e-08	1.20677142888928e-07
SRR1257229	25	12	2.53829381814348e-08	1.26977313287556e-07
SRR2873700	34	13	2.62503777656334e-08	1.31208749341289e-07
SRR1585534	26	14	2.65969701707105e-08	1.32831994703146e-07
SRR1802140	27	14	2.67329154341572e-08	1.33401414754699e-07
SRR1976444	29	12	2.72234172982296e-08	1.35737743791091e-07
SRR2096964	28	12	2.86453645215707e-08	1.42710689913771e-07
SRR2873687	34	13	2.88216476867288e-08	1.43471426250713e-07
SRR1610256	26	12	2.93261170650084e-08	1.45863262556374e-07
SRR2064455	32	13	2.97432465274663e-08	1.47817131230864e-07
SRR1661493	26	12	2.98296536425271e-08	1.48125537230606e-07
SRR2873699	34	13	3.11646427317646e-08	1.54628484288192e-07
SRR1976448	28	12	3.18546716063043e-08	1.57923363798817e-07
SRR1585539	32	12	3.25734371709867e-08	1.61355226637713e-07
SRR2064451	32	13	3.28312998935965e-08	1.62500241865539e-07
SRR1610256	27	12	3.29464851061277e-08	1.62937779593963e-07
SRR1257227	25	12	3.36112974299816e-08	1.66090594855059e-07
SRR3306588	27	12	3.48012015066968e-08	1.71830932439315e-07
SRR1257258	26	12	3.49249592643388e-08	1.72217068552824e-07
SRR1173909	27	12	3.49360287019867e-08	1.72217068552824e-07
SRR2064453	31	12	3.51577693984302e-08	1.73169806680689e-07
SRR1585557	29	14	3.53801408671625e-08	1.7400884010195e-07
SRR1802139	31	12	3.53853255311709e-08	1.7400884010195e-07
SRR1528697	31	12	3.8184703239625e-08	1.87623222784038e-07
SRR3306583	28	12	3.88278467393196e-08	1.90629371844456e-07
SRR1257254	26	12	3.93642841800752e-08	1.93107210215643e-07
SRR1976447	31	12	4.02692927002148e-08	1.97387677272689e-07
SRR1528632	28	12	4.16722061229244e-08	2.04099862999798e-07
SRR2873702	34	13	4.24052144578921e-08	2.07522863674463e-07
SRR2096970	29	12	4.27914889334582e-08	2.0924487715613e-07
SRR2874123	29	12	4.43070880528133e-08	2.16481941064469e-07
SRR2873691	32	13	4.51041540847999e-08	2.20199493818489e-07
SRR2096972	30	12	4.67176718418766e-08	2.27893823427535e-07
SRR627625	27	12	4.69484399297306e-08	2.28836025715185e-07
SRR5345621	28	13	4.75222224251997e-08	2.31415286796432e-07
SRR2873689	33	13	4.75536920097879e-08	2.31415286796432e-07
SRR1802139	25	12	4.79706223733617e-08	2.33257630613237e-07
SRR1257228	25	12	4.90925516358134e-08	2.38522357508509e-07
SRR1535519	26	12	5.08793183289411e-08	2.47006299596926e-07
SRR2064454	32	13	5.32866385605792e-08	2.58486939684213e-07
SRR1535518	25	12	5.69342429278721e-08	2.75960955960356e-07
SRR1585516	28	14	5.8588210052417e-08	2.83751657443354e-07
SRR810104	32	13	6.07282080307514e-08	2.93882012292013e-07
SRR1585501	28	14	6.23345625846579e-08	3.01415853897038e-07
SRR2086027	30	12	6.57899213806243e-08	3.17871399331484e-07
SRR2064567	29	12	7.01693372852445e-08	3.38761967227097e-07
SRR2873700	32	13	7.22695340894905e-08	3.48624564525274e-07
SRR1585519	30	12	7.29308774296929e-08	3.51536075598115e-07
SRR2873534	27	12	7.46390249779066e-08	3.59484710166751e-07
SRR1610257	26	12	7.98493060575632e-08	3.84274785402023e-07
SRR2433794	25	12	8.02351986960094e-08	3.8582665112081e-07
SRR5345622	32	13	8.33290373156732e-08	4.00387467607615e-07
SRR1042901	28	12	8.38003342795787e-08	4.0233420159643e-07
SRR1585512	28	14	8.67729752521858e-08	4.16277609194831e-07
SRR1758391	26	12	9.38222668106346e-08	4.49740621756573e-07
SRR1758407	26	12	9.40067129337418e-08	4.50269948642481e-07
SRR627626	28	12	9.42513102115703e-08	4.51086325741135e-07
SRR1585498	25	14	9.43277192616311e-08	4.51097103984671e-07
SRR1976446	29	12	9.65670088193764e-08	4.61443137979785e-07
SRR1585487	28	14	9.87018825039571e-08	4.71274373054608e-07
SRR1976446	28	12	9.88325237521328e-08	4.71528032928803e-07
SRR1535529	26	12	1.01008675951903e-07	4.81532739667264e-07
SRR1585518	27	12	1.04846087124312e-07	4.99324174910517e-07
SRR1333393	27	12	1.04904865286148e-07	4.99324174910517e-07
SRR1758392	27	12	1.06849940035584e-07	5.0818466398472e-07
SRR1585507	27	14	1.07130797531892e-07	5.09122376083205e-07
SRR2874256	32	13	1.17175524925896e-07	5.56423667544284e-07
SRR1916544	32	13	1.17747792587939e-07	5.5870500960408e-07
SRR2146893	29	12	1.19694863322772e-07	5.67501055021374e-07
SRR3356523	30	12	1.20518919015232e-07	5.70963071938986e-07
SRR1257225	27	12	1.22396671834672e-07	5.79407746902964e-07
SRR2873692	33	13	1.2554757689475e-07	5.93861516524698e-07
SRR2064455	33	13	1.30822998975705e-07	6.18334345586026e-07
SRR1660329	29	12	1.3352994630084e-07	6.30638713779511e-07
SRR2873689	32	13	1.34782706953244e-07	6.36061447941493e-07
SRR810102	34	13	1.43316058150744e-07	6.75807427698429e-07
SRR1585531	30	12	1.482995412544e-07	6.98765382998078e-07
SRR1585541	32	12	1.50643639413924e-07	7.09261036033205e-07
SRR1585554	32	12	1.51660232463983e-07	7.13495123030479e-07
SRR1535523	30	12	1.58922233094559e-07	7.46808899435163e-07
SRR1257232	25	12	1.58986934862492e-07	7.46808899435163e-07
SRR2873688	32	13	1.59877969082427e-07	7.50414881117597e-07
SRR2873531	31	12	1.63654493801895e-07	7.67548408478741e-07
SRR2873536	31	12	1.70066879807233e-07	7.9700834350339e-07
SRR5345624	31	13	1.73421126677186e-07	8.12102165956367e-07
SRR3306589	25	12	1.73595363417868e-07	8.12292765900684e-07
SRR1585502	32	12	1.73939577785689e-07	8.13277826034085e-07
SRR2874256	31	13	1.79458836454807e-07	8.38439402576489e-07
SRR2954801	28	14	1.82372783637932e-07	8.51399572424821e-07
SRR1802150	29	12	1.86535993074774e-07	8.7016751984191e-07
SRR1257254	27	12	1.91969498659604e-07	8.94827938962736e-07
SRR1585524	26	14	1.9877427612614e-07	9.25837612308811e-07
SRR1916544	28	12	2.01705492834132e-07	9.38771624261687e-07
SRR2873533	31	12	2.09597958067294e-07	9.74758699482683e-07
SRR1535541	26	12	2.14718036641059e-07	9.97807346743745e-07
SRR2086027	29	12	2.26605442021645e-07	1.05224496474631e-06
SRR1585549	33	12	2.30999476044155e-07	1.07183052080595e-06
SRR627627	28	12	2.48423409449633e-07	1.15179847536747e-06
SRR1585538	26	14	2.5826984626796e-07	1.19653882318964e-06
SRR1173914	29	12	2.60350503330078e-07	1.20526035902349e-06
SRR2873534	29	12	2.65140986595697e-07	1.22650389464763e-06
SRR627626	31	12	2.72718216142165e-07	1.26059643525288e-06
SRR2873535	27	12	2.7314618346586e-07	1.26161597116388e-06
SRR1257253	26	12	2.7981082479465e-07	1.29141824523965e-06
SRR2874127	30	12	2.94147789958883e-07	1.35655876142524e-06
SRR1916545	28	12	3.00724299857656e-07	1.38583781517737e-06
SRR1257233	25	12	3.01378712203648e-07	1.38780220010204e-06
SRR2086025	33	13	3.03416587473736e-07	1.39612942632582e-06
SRR2086030	30	12	3.05114443710743e-07	1.402880696215e-06
SRR1758391	25	12	3.12806068981739e-07	1.43715960545009e-06
SRR1585505	26	14	3.15631636514227e-07	1.44904697729513e-06
SRR4045287	31	12	3.22238166006802e-07	1.478261511176e-06
SRR1585503	30	12	3.26782805474913e-07	1.49798026051537e-06
SRR2873702	32	13	3.29881582221509e-07	1.51104643422699e-06
SRR2873537	31	12	3.42588350688073e-07	1.56806993019981e-06
SRR1535526	25	12	3.44291780183055e-07	1.57468187883724e-06
SRR1585534	30	12	3.56813800990142e-07	1.6307275367566e-06
SRR1535540	26	12	3.6402379613084e-07	1.66242999389182e-06
SRR1257238	27	12	3.66319615982794e-07	1.67165958291323e-06
SRR2873698	29	13	3.67819213951246e-07	1.67724458655579e-06
SRR1758396	27	12	3.70301380095859e-07	1.68729834840683e-06
SRR1585517	26	14	3.71469719743136e-07	1.6913550188604e-06
SRR1585549	28	14	3.82561364886432e-07	1.74055406327911e-06
SRR1976444	31	12	3.85009943216368e-07	1.75038526501134e-06
SRR2064566	28	12	3.87102376290858e-07	1.7585838349345e-06
SRR1257261	27	12	3.90840573181608e-07	1.77424119900278e-06
SRR2873692	32	13	3.93740895596193e-07	1.78607447271562e-06
SRR1042901	26	12	4.08155888714452e-07	1.85008365950076e-06
SRR1535549	28	12	4.09031031267661e-07	1.85217884045486e-06
SRR1660328	28	14	4.0922708557806e-07	1.85217884045486e-06
SRR1585532	30	12	4.18131426980017e-07	1.89107321213342e-06
SRR1802154	26	12	4.22021507682203e-07	1.90724876020122e-06
SRR1585515	25	14	4.31188317994773e-07	1.94722979833868e-06
SRR5345624	35	13	4.34476720828306e-07	1.96062454955385e-06
SRR2874124	27	12	4.3512157071646e-07	1.96207895824183e-06
SRR2873701	34	13	4.61982991820655e-07	2.08166114018151e-06
SRR1535539	27	12	4.74463452843472e-07	2.13631471772527e-06
SRR2064455	31	13	4.93942807754474e-07	2.22237729258171e-06
SRR1585543	30	12	5.02767317986535e-07	2.25885717800406e-06
SRR1976445	28	12	5.02793460302071e-07	2.25885717800406e-06
SRR2086025	31	12	5.07926431240646e-07	2.28023356548845e-06
SRR627627	27	12	5.14513500513425e-07	2.30810149234747e-06
SRR1585510	27	14	5.19444963067125e-07	2.32850678727879e-06
SRR2873689	34	13	5.21578013557602e-07	2.33634687516266e-06
SRR1976445	27	12	5.31634745872795e-07	2.37964250120987e-06
SRR2874256	29	13	5.41193180133861e-07	2.42064567261344e-06
SRR1257235	30	12	5.42603649503508e-07	2.42517119759724e-06
SRR1257249	26	12	5.53530108846516e-07	2.47219064031818e-06
SRR1257255	25	12	6.10997484228868e-07	2.72685084120631e-06
SRR1573940	30	14	6.17467730086083e-07	2.75370689304519e-06
