n	feature	read_length	srr	val
8272	lncRNA	33	SRR4045273	7137
7743	lncRNA	34	SRR4045273	7877
6908	lncRNA	35	SRR4045273	7233
217	sno/miRNA	25	SRR4045273	6
217	sno/miRNA	26	SRR4045273	4
225	sno/miRNA	27	SRR4045273	49
249	sno/miRNA	28	SRR4045273	77
232	sno/miRNA	29	SRR4045273	166
236	sno/miRNA	30	SRR4045273	540
232	sno/miRNA	31	SRR4045273	236
208	sno/miRNA	32	SRR4045273	289
186	sno/miRNA	33	SRR4045273	95
157	sno/miRNA	34	SRR4045273	71
141	sno/miRNA	35	SRR4045273	56
18371	CDS	25	SRR4045274	4381
18610	CDS	26	SRR4045274	10025
18872	CDS	27	SRR4045274	26160
19152	CDS	28	SRR4045274	46561
19302	CDS	29	SRR4045274	63992
19223	CDS	30	SRR4045274	87732
19026	CDS	31	SRR4045274	112707
18785	CDS	32	SRR4045274	124597
18603	CDS	33	SRR4045274	115912
18327	CDS	34	SRR4045274	95036
18052	CDS	35	SRR4045274	78626
7506	lncRNA	25	SRR4045274	102
8101	lncRNA	26	SRR4045274	254
8815	lncRNA	27	SRR4045274	666
9902	lncRNA	28	SRR4045274	1081
10364	lncRNA	29	SRR4045274	1466
10070	lncRNA	30	SRR4045274	1711
9501	lncRNA	31	SRR4045274	2087
8857	lncRNA	32	SRR4045274	2007
8272	lncRNA	33	SRR4045274	1945
7743	lncRNA	34	SRR4045274	1912
6908	lncRNA	35	SRR4045274	1647
217	sno/miRNA	25	SRR4045274	4
217	sno/miRNA	26	SRR4045274	19
225	sno/miRNA	27	SRR4045274	54
249	sno/miRNA	28	SRR4045274	61
232	sno/miRNA	29	SRR4045274	45
236	sno/miRNA	30	SRR4045274	82
232	sno/miRNA	31	SRR4045274	70
208	sno/miRNA	32	SRR4045274	101
186	sno/miRNA	33	SRR4045274	96
157	sno/miRNA	34	SRR4045274	76
141	sno/miRNA	35	SRR4045274	91
18371	CDS	25	SRR4045275	717
18610	CDS	26	SRR4045275	3176
18872	CDS	27	SRR4045275	14744
19152	CDS	28	SRR4045275	35299
19302	CDS	29	SRR4045275	56301
19223	CDS	30	SRR4045275	81395
19026	CDS	31	SRR4045275	107601
18785	CDS	32	SRR4045275	121378
18603	CDS	33	SRR4045275	116777
18327	CDS	34	SRR4045275	98210
18052	CDS	35	SRR4045275	82031
7506	lncRNA	25	SRR4045275	15
8101	lncRNA	26	SRR4045275	100
8815	lncRNA	27	SRR4045275	371
9902	lncRNA	28	SRR4045275	862
10364	lncRNA	29	SRR4045275	1345
10070	lncRNA	30	SRR4045275	1623
9501	lncRNA	31	SRR4045275	1915
8857	lncRNA	32	SRR4045275	1996
8272	lncRNA	33	SRR4045275	1925
7743	lncRNA	34	SRR4045275	1909
6908	lncRNA	35	SRR4045275	1684
217	sno/miRNA	25	SRR4045275	2
217	sno/miRNA	26	SRR4045275	2
225	sno/miRNA	27	SRR4045275	41
249	sno/miRNA	28	SRR4045275	57
232	sno/miRNA	29	SRR4045275	44
236	sno/miRNA	30	SRR4045275	73
232	sno/miRNA	31	SRR4045275	64
208	sno/miRNA	32	SRR4045275	66
186	sno/miRNA	33	SRR4045275	79
157	sno/miRNA	34	SRR4045275	99
141	sno/miRNA	35	SRR4045275	115
18371	CDS	25	SRR4045276	51406
18610	CDS	26	SRR4045276	83928
18872	CDS	27	SRR4045276	190258
19152	CDS	28	SRR4045276	1209997
19302	CDS	29	SRR4045276	2207884
19223	CDS	30	SRR4045276	1274961
19026	CDS	31	SRR4045276	339848
18785	CDS	32	SRR4045276	92656
18603	CDS	33	SRR4045276	41887
18327	CDS	34	SRR4045276	15224
18052	CDS	35	SRR4045276	4097
7506	lncRNA	25	SRR4045276	2354
8101	lncRNA	26	SRR4045276	2231
8815	lncRNA	27	SRR4045276	3547
9902	lncRNA	28	SRR4045276	10867
10364	lncRNA	29	SRR4045276	17581
10070	lncRNA	30	SRR4045276	10207
9501	lncRNA	31	SRR4045276	3318
8857	lncRNA	32	SRR4045276	595
8272	lncRNA	33	SRR4045276	485
7743	lncRNA	34	SRR4045276	583
6908	lncRNA	35	SRR4045276	205
217	sno/miRNA	25	SRR4045276	109
217	sno/miRNA	26	SRR4045276	135
225	sno/miRNA	27	SRR4045276	188
249	sno/miRNA	28	SRR4045276	145
232	sno/miRNA	29	SRR4045276	154
236	sno/miRNA	30	SRR4045276	191
232	sno/miRNA	31	SRR4045276	67
208	sno/miRNA	32	SRR4045276	31
186	sno/miRNA	33	SRR4045276	15
157	sno/miRNA	34	SRR4045276	41
141	sno/miRNA	35	SRR4045276	36
18371	CDS	25	SRR4045277	10443
18610	CDS	26	SRR4045277	22403
18872	CDS	27	SRR4045277	40321
19152	CDS	28	SRR4045277	123492
19302	CDS	29	SRR4045277	209157
19223	CDS	30	SRR4045277	142376
19026	CDS	31	SRR4045277	54925
18785	CDS	32	SRR4045277	32246
18603	CDS	33	SRR4045277	26370
18327	CDS	34	SRR4045277	22924
18052	CDS	35	SRR4045277	15325
7506	lncRNA	25	SRR4045277	5782
8101	lncRNA	26	SRR4045277	17441
8815	lncRNA	27	SRR4045277	39409
9902	lncRNA	28	SRR4045277	55966
10364	lncRNA	29	SRR4045277	34444
10070	lncRNA	30	SRR4045277	18703
9501	lncRNA	31	SRR4045277	16905
8857	lncRNA	32	SRR4045277	9118
8272	lncRNA	33	SRR4045277	9891
7743	lncRNA	34	SRR4045277	7965
6908	lncRNA	35	SRR4045277	9195
217	sno/miRNA	25	SRR4045277	652
217	sno/miRNA	26	SRR4045277	1271
225	sno/miRNA	27	SRR4045277	2130
249	sno/miRNA	28	SRR4045277	2020
232	sno/miRNA	29	SRR4045277	2539
236	sno/miRNA	30	SRR4045277	5054
232	sno/miRNA	31	SRR4045277	5305
208	sno/miRNA	32	SRR4045277	3882
186	sno/miRNA	33	SRR4045277	1230
157	sno/miRNA	34	SRR4045277	1057
141	sno/miRNA	35	SRR4045277	1300
18371	CDS	25	SRR4045278	5524
18610	CDS	26	SRR4045278	19229
18872	CDS	27	SRR4045278	59363
19152	CDS	28	SRR4045278	112575
19302	CDS	29	SRR4045278	41418
19223	CDS	30	SRR4045278	9504
19026	CDS	31	SRR4045278	5326
18785	CDS	32	SRR4045278	4901
18603	CDS	33	SRR4045278	5657
18327	CDS	34	SRR4045278	5926
18052	CDS	35	SRR4045278	3835
7506	lncRNA	25	SRR4045278	677
8101	lncRNA	26	SRR4045278	2950
8815	lncRNA	27	SRR4045278	2734
9902	lncRNA	28	SRR4045278	2700
10364	lncRNA	29	SRR4045278	1986
10070	lncRNA	30	SRR4045278	1028
9501	lncRNA	31	SRR4045278	1120
8857	lncRNA	32	SRR4045278	734
8272	lncRNA	33	SRR4045278	875
7743	lncRNA	34	SRR4045278	772
6908	lncRNA	35	SRR4045278	539
217	sno/miRNA	25	SRR4045278	54
217	sno/miRNA	26	SRR4045278	68
225	sno/miRNA	27	SRR4045278	92
249	sno/miRNA	28	SRR4045278	72
232	sno/miRNA	29	SRR4045278	86
236	sno/miRNA	30	SRR4045278	124
232	sno/miRNA	31	SRR4045278	278
208	sno/miRNA	32	SRR4045278	118
186	sno/miRNA	33	SRR4045278	41
157	sno/miRNA	34	SRR4045278	63
141	sno/miRNA	35	SRR4045278	72
18371	CDS	25	SRR4045279	4976
18610	CDS	26	SRR4045279	6450
18872	CDS	27	SRR4045279	9972
19152	CDS	28	SRR4045279	18439
19302	CDS	29	SRR4045279	35488
19223	CDS	30	SRR4045279	54514
19026	CDS	31	SRR4045279	64199
18785	CDS	32	SRR4045279	48242
18603	CDS	33	SRR4045279	89
18327	CDS	34	SRR4045279	37
18052	CDS	35	SRR4045279	0
7506	lncRNA	25	SRR4045279	1686
8101	lncRNA	26	SRR4045279	735
8815	lncRNA	27	SRR4045279	1911
9902	lncRNA	28	SRR4045279	1064
10364	lncRNA	29	SRR4045279	707
10070	lncRNA	30	SRR4045279	632
9501	lncRNA	31	SRR4045279	516
8857	lncRNA	32	SRR4045279	477
8272	lncRNA	33	SRR4045279	3
7743	lncRNA	34	SRR4045279	2
6908	lncRNA	35	SRR4045279	0
217	sno/miRNA	25	SRR4045279	16
217	sno/miRNA	26	SRR4045279	17
225	sno/miRNA	27	SRR4045279	47
249	sno/miRNA	28	SRR4045279	207
232	sno/miRNA	29	SRR4045279	56
236	sno/miRNA	30	SRR4045279	24
232	sno/miRNA	31	SRR4045279	44
208	sno/miRNA	32	SRR4045279	7
186	sno/miRNA	33	SRR4045279	0
157	sno/miRNA	34	SRR4045279	0
141	sno/miRNA	35	SRR4045279	0
18371	CDS	25	SRR4045280	6231
18610	CDS	26	SRR4045280	6495
18872	CDS	27	SRR4045280	8149
19152	CDS	28	SRR4045280	13501
19302	CDS	29	SRR4045280	23929
19223	CDS	30	SRR4045280	40069
19026	CDS	31	SRR4045280	58966
18785	CDS	32	SRR4045280	58818
18603	CDS	33	SRR4045280	244
18327	CDS	34	SRR4045280	148
18052	CDS	35	SRR4045280	0
7506	lncRNA	25	SRR4045280	4231
8101	lncRNA	26	SRR4045280	2014
8815	lncRNA	27	SRR4045280	7529
9902	lncRNA	28	SRR4045280	3588
10364	lncRNA	29	SRR4045280	1840
10070	lncRNA	30	SRR4045280	1424
9501	lncRNA	31	SRR4045280	1110
8857	lncRNA	32	SRR4045280	1000
8272	lncRNA	33	SRR4045280	5
7743	lncRNA	34	SRR4045280	4
6908	lncRNA	35	SRR4045280	0
217	sno/miRNA	25	SRR4045280	51
217	sno/miRNA	26	SRR4045280	35
225	sno/miRNA	27	SRR4045280	122
249	sno/miRNA	28	SRR4045280	478
232	sno/miRNA	29	SRR4045280	176
236	sno/miRNA	30	SRR4045280	71
232	sno/miRNA	31	SRR4045280	89
208	sno/miRNA	32	SRR4045280	37
186	sno/miRNA	33	SRR4045280	0
157	sno/miRNA	34	SRR4045280	0
141	sno/miRNA	35	SRR4045280	0
18371	CDS	25	SRR4045281	8928
18610	CDS	26	SRR4045281	13487
18872	CDS	27	SRR4045281	21841
19152	CDS	28	SRR4045281	40135
19302	CDS	29	SRR4045281	71439
19223	CDS	30	SRR4045281	115093
19026	CDS	31	SRR4045281	164197
18785	CDS	32	SRR4045281	167770
18603	CDS	33	SRR4045281	128457
18327	CDS	34	SRR4045281	25617
18052	CDS	35	SRR4045281	2617
7506	lncRNA	25	SRR4045281	253
8101	lncRNA	26	SRR4045281	381
8815	lncRNA	27	SRR4045281	1458
9902	lncRNA	28	SRR4045281	619
10364	lncRNA	29	SRR4045281	660
10070	lncRNA	30	SRR4045281	1168
9501	lncRNA	31	SRR4045281	1728
8857	lncRNA	32	SRR4045281	2109
8272	lncRNA	33	SRR4045281	1770
7743	lncRNA	34	SRR4045281	400
6908	lncRNA	35	SRR4045281	54
217	sno/miRNA	25	SRR4045281	27
217	sno/miRNA	26	SRR4045281	22
225	sno/miRNA	27	SRR4045281	27
249	sno/miRNA	28	SRR4045281	36
232	sno/miRNA	29	SRR4045281	26
236	sno/miRNA	30	SRR4045281	40
232	sno/miRNA	31	SRR4045281	42
208	sno/miRNA	32	SRR4045281	16
186	sno/miRNA	33	SRR4045281	24
157	sno/miRNA	34	SRR4045281	0
141	sno/miRNA	35	SRR4045281	0
18371	CDS	25	SRR4045282	14234
18610	CDS	26	SRR4045282	20379
18872	CDS	27	SRR4045282	34067
19152	CDS	28	SRR4045282	64568
19302	CDS	29	SRR4045282	119639
19223	CDS	30	SRR4045282	196730
19026	CDS	31	SRR4045282	276021
18785	CDS	32	SRR4045282	279754
18603	CDS	33	SRR4045282	214232
18327	CDS	34	SRR4045282	39198
18052	CDS	35	SRR4045282	4105
7506	lncRNA	25	SRR4045282	479
8101	lncRNA	26	SRR4045282	590
8815	lncRNA	27	SRR4045282	1803
9902	lncRNA	28	SRR4045282	1138
10364	lncRNA	29	SRR4045282	1238
10070	lncRNA	30	SRR4045282	2098
9501	lncRNA	31	SRR4045282	3105
8857	lncRNA	32	SRR4045282	3748
8272	lncRNA	33	SRR4045282	2928
7743	lncRNA	34	SRR4045282	655
6908	lncRNA	35	SRR4045282	79
217	sno/miRNA	25	SRR4045282	48
217	sno/miRNA	26	SRR4045282	29
225	sno/miRNA	27	SRR4045282	42
249	sno/miRNA	28	SRR4045282	111
232	sno/miRNA	29	SRR4045282	46
236	sno/miRNA	30	SRR4045282	68
232	sno/miRNA	31	SRR4045282	108
208	sno/miRNA	32	SRR4045282	41
186	sno/miRNA	33	SRR4045282	39
157	sno/miRNA	34	SRR4045282	4
141	sno/miRNA	35	SRR4045282	0
18371	CDS	25	SRR4045283	64245
18610	CDS	26	SRR4045283	93688
18872	CDS	27	SRR4045283	152926
19152	CDS	28	SRR4045283	234337
19302	CDS	29	SRR4045283	361499
19223	CDS	30	SRR4045283	567289
19026	CDS	31	SRR4045283	897263
18785	CDS	32	SRR4045283	1433297
18603	CDS	33	SRR4045283	2123925
18327	CDS	34	SRR4045283	2712210
18052	CDS	35	SRR4045283	2712692
7506	lncRNA	25	SRR4045283	1699
8101	lncRNA	26	SRR4045283	2278
8815	lncRNA	27	SRR4045283	5975
9902	lncRNA	28	SRR4045283	40240
10364	lncRNA	29	SRR4045283	11880
10070	lncRNA	30	SRR4045283	14416
9501	lncRNA	31	SRR4045283	13297
8857	lncRNA	32	SRR4045283	18320
8272	lncRNA	33	SRR4045283	22556
7743	lncRNA	34	SRR4045283	29746
6908	lncRNA	35	SRR4045283	35517
217	sno/miRNA	25	SRR4045283	162
217	sno/miRNA	26	SRR4045283	112
225	sno/miRNA	27	SRR4045283	248
249	sno/miRNA	28	SRR4045283	242
232	sno/miRNA	29	SRR4045283	719
236	sno/miRNA	30	SRR4045283	4176
232	sno/miRNA	31	SRR4045283	3227
208	sno/miRNA	32	SRR4045283	3176
186	sno/miRNA	33	SRR4045283	656
157	sno/miRNA	34	SRR4045283	568
141	sno/miRNA	35	SRR4045283	288
18371	CDS	25	SRR4045284	337342
18610	CDS	26	SRR4045284	482410
18872	CDS	27	SRR4045284	673811
19152	CDS	28	SRR4045284	851840
19302	CDS	29	SRR4045284	874934
19223	CDS	30	SRR4045284	767714
19026	CDS	31	SRR4045284	589866
18785	CDS	32	SRR4045284	326479
18603	CDS	33	SRR4045284	157616
18327	CDS	34	SRR4045284	16065
18052	CDS	35	SRR4045284	1097
7506	lncRNA	25	SRR4045284	8939
8101	lncRNA	26	SRR4045284	12401
8815	lncRNA	27	SRR4045284	41447
9902	lncRNA	28	SRR4045284	16272
10364	lncRNA	29	SRR4045284	10158
10070	lncRNA	30	SRR4045284	9217
9501	lncRNA	31	SRR4045284	7534
8857	lncRNA	32	SRR4045284	5767
8272	lncRNA	33	SRR4045284	3098
7743	lncRNA	34	SRR4045284	369
6908	lncRNA	35	SRR4045284	19
217	sno/miRNA	25	SRR4045284	445
217	sno/miRNA	26	SRR4045284	352
225	sno/miRNA	27	SRR4045284	754
249	sno/miRNA	28	SRR4045284	1544
232	sno/miRNA	29	SRR4045284	314
236	sno/miRNA	30	SRR4045284	614
232	sno/miRNA	31	SRR4045284	738
208	sno/miRNA	32	SRR4045284	190
186	sno/miRNA	33	SRR4045284	130
157	sno/miRNA	34	SRR4045284	0
141	sno/miRNA	35	SRR4045284	0
18371	CDS	25	SRR4045285	25732
18610	CDS	26	SRR4045285	31157
18872	CDS	27	SRR4045285	45331
19152	CDS	28	SRR4045285	69298
19302	CDS	29	SRR4045285	89451
19223	CDS	30	SRR4045285	93305
19026	CDS	31	SRR4045285	83456
18785	CDS	32	SRR4045285	57432
18603	CDS	33	SRR4045285	30301
18327	CDS	34	SRR4045285	9194
18052	CDS	35	SRR4045285	1088
7506	lncRNA	25	SRR4045285	6873
8101	lncRNA	26	SRR4045285	8347
8815	lncRNA	27	SRR4045285	21704
9902	lncRNA	28	SRR4045285	13544
10364	lncRNA	29	SRR4045285	4731
10070	lncRNA	30	SRR4045285	3024
9501	lncRNA	31	SRR4045285	1419
8857	lncRNA	32	SRR4045285	1069
8272	lncRNA	33	SRR4045285	542
7743	lncRNA	34	SRR4045285	165
6908	lncRNA	35	SRR4045285	15
217	sno/miRNA	25	SRR4045285	207
217	sno/miRNA	26	SRR4045285	240
225	sno/miRNA	27	SRR4045285	586
249	sno/miRNA	28	SRR4045285	1348
232	sno/miRNA	29	SRR4045285	241
236	sno/miRNA	30	SRR4045285	242
232	sno/miRNA	31	SRR4045285	291
208	sno/miRNA	32	SRR4045285	113
186	sno/miRNA	33	SRR4045285	50
157	sno/miRNA	34	SRR4045285	4
141	sno/miRNA	35	SRR4045285	0
18371	CDS	25	SRR4045286	59529
18610	CDS	26	SRR4045286	79011
18872	CDS	27	SRR4045286	144212
19152	CDS	28	SRR4045286	308027
19302	CDS	29	SRR4045286	598750
19223	CDS	30	SRR4045286	780586
19026	CDS	31	SRR4045286	647400
18785	CDS	32	SRR4045286	266825
18603	CDS	33	SRR4045286	86483
18327	CDS	34	SRR4045286	8683
18052	CDS	35	SRR4045286	1204
7506	lncRNA	25	SRR4045286	5313
8101	lncRNA	26	SRR4045286	5842
8815	lncRNA	27	SRR4045286	17768
9902	lncRNA	28	SRR4045286	8418
10364	lncRNA	29	SRR4045286	7689
10070	lncRNA	30	SRR4045286	7685
9501	lncRNA	31	SRR4045286	5376
8857	lncRNA	32	SRR4045286	2559
8272	lncRNA	33	SRR4045286	1427
7743	lncRNA	34	SRR4045286	357
6908	lncRNA	35	SRR4045286	135
217	sno/miRNA	25	SRR4045286	848
217	sno/miRNA	26	SRR4045286	716
225	sno/miRNA	27	SRR4045286	1088
249	sno/miRNA	28	SRR4045286	1051
232	sno/miRNA	29	SRR4045286	692
236	sno/miRNA	30	SRR4045286	940
232	sno/miRNA	31	SRR4045286	997
208	sno/miRNA	32	SRR4045286	375
186	sno/miRNA	33	SRR4045286	156
157	sno/miRNA	34	SRR4045286	91
141	sno/miRNA	35	SRR4045286	3
18371	CDS	25	SRR4045287	170918
18610	CDS	26	SRR4045287	202825
18872	CDS	27	SRR4045287	261363
19152	CDS	28	SRR4045287	377327
19302	CDS	29	SRR4045287	809092
19223	CDS	30	SRR4045287	1997604
19026	CDS	31	SRR4045287	3053352
18785	CDS	32	SRR4045287	2929942
18603	CDS	33	SRR4045287	2028530
18327	CDS	34	SRR4045287	1219238
18052	CDS	35	SRR4045287	686821
7506	lncRNA	25	SRR4045287	4205
8101	lncRNA	26	SRR4045287	5280
8815	lncRNA	27	SRR4045287	15293
9902	lncRNA	28	SRR4045287	35357
10364	lncRNA	29	SRR4045287	16207
10070	lncRNA	30	SRR4045287	30565
9501	lncRNA	31	SRR4045287	32457
8857	lncRNA	32	SRR4045287	30618
8272	lncRNA	33	SRR4045287	21238
7743	lncRNA	34	SRR4045287	15480
6908	lncRNA	35	SRR4045287	12371
217	sno/miRNA	25	SRR4045287	688
217	sno/miRNA	26	SRR4045287	230
225	sno/miRNA	27	SRR4045287	280
249	sno/miRNA	28	SRR4045287	231
232	sno/miRNA	29	SRR4045287	628
236	sno/miRNA	30	SRR4045287	1480
232	sno/miRNA	31	SRR4045287	1418
208	sno/miRNA	32	SRR4045287	2278
186	sno/miRNA	33	SRR4045287	389
157	sno/miRNA	34	SRR4045287	208
141	sno/miRNA	35	SRR4045287	112
18371	CDS	25	SRR4045288	187790
18610	CDS	26	SRR4045288	259839
18872	CDS	27	SRR4045288	350379
19152	CDS	28	SRR4045288	454790
19302	CDS	29	SRR4045288	494457
19223	CDS	30	SRR4045288	448877
19026	CDS	31	SRR4045288	338569
18785	CDS	32	SRR4045288	180306
18603	CDS	33	SRR4045288	538
18327	CDS	34	SRR4045288	164
18052	CDS	35	SRR4045288	0
7506	lncRNA	25	SRR4045288	11508
8101	lncRNA	26	SRR4045288	7970
8815	lncRNA	27	SRR4045288	25427
9902	lncRNA	28	SRR4045288	9043
10364	lncRNA	29	SRR4045288	5593
10070	lncRNA	30	SRR4045288	4117
9501	lncRNA	31	SRR4045288	3647
8857	lncRNA	32	SRR4045288	2339
8272	lncRNA	33	SRR4045288	11
7743	lncRNA	34	SRR4045288	2
6908	lncRNA	35	SRR4045288	0
217	sno/miRNA	25	SRR4045288	191
217	sno/miRNA	26	SRR4045288	252
225	sno/miRNA	27	SRR4045288	421
249	sno/miRNA	28	SRR4045288	1659
232	sno/miRNA	29	SRR4045288	251
236	sno/miRNA	30	SRR4045288	162
232	sno/miRNA	31	SRR4045288	189
208	sno/miRNA	32	SRR4045288	36
186	sno/miRNA	33	SRR4045288	0
157	sno/miRNA	34	SRR4045288	0
141	sno/miRNA	35	SRR4045288	0
18371	CDS	25	SRR4045289	12548
18610	CDS	26	SRR4045289	15170
18872	CDS	27	SRR4045289	19608
19152	CDS	28	SRR4045289	28601
19302	CDS	29	SRR4045289	41451
19223	CDS	30	SRR4045289	51661
19026	CDS	31	SRR4045289	55626
18785	CDS	32	SRR4045289	26487
18603	CDS	33	SRR4045289	113
18327	CDS	34	SRR4045289	11
18052	CDS	35	SRR4045289	0
7506	lncRNA	25	SRR4045289	3437
8101	lncRNA	26	SRR4045289	6995
8815	lncRNA	27	SRR4045289	28895
9902	lncRNA	28	SRR4045289	9244
10364	lncRNA	29	SRR4045289	3465
10070	lncRNA	30	SRR4045289	1422
9501	lncRNA	31	SRR4045289	1036
8857	lncRNA	32	SRR4045289	714
8272	lncRNA	33	SRR4045289	10
7743	lncRNA	34	SRR4045289	0
6908	lncRNA	35	SRR4045289	0
217	sno/miRNA	25	SRR4045289	153
217	sno/miRNA	26	SRR4045289	228
225	sno/miRNA	27	SRR4045289	1021
249	sno/miRNA	28	SRR4045289	3010
232	sno/miRNA	29	SRR4045289	328
236	sno/miRNA	30	SRR4045289	638
232	sno/miRNA	31	SRR4045289	923
208	sno/miRNA	32	SRR4045289	8
186	sno/miRNA	33	SRR4045289	1
157	sno/miRNA	34	SRR4045289	0
141	sno/miRNA	35	SRR4045289	0
18371	CDS	25	SRR4045290	10852
18610	CDS	26	SRR4045290	15009
18872	CDS	27	SRR4045290	28978
19152	CDS	28	SRR4045290	60953
19302	CDS	29	SRR4045290	107595
19223	CDS	30	SRR4045290	111612
19026	CDS	31	SRR4045290	67286
18785	CDS	32	SRR4045290	26033
18603	CDS	33	SRR4045290	8261
18327	CDS	34	SRR4045290	2993
18052	CDS	35	SRR4045290	571
7506	lncRNA	25	SRR4045290	1085
8101	lncRNA	26	SRR4045290	949
8815	lncRNA	27	SRR4045290	2807
9902	lncRNA	28	SRR4045290	2085
10364	lncRNA	29	SRR4045290	2010
10070	lncRNA	30	SRR4045290	1427
9501	lncRNA	31	SRR4045290	683
8857	lncRNA	32	SRR4045290	322
8272	lncRNA	33	SRR4045290	208
7743	lncRNA	34	SRR4045290	100
6908	lncRNA	35	SRR4045290	33
217	sno/miRNA	25	SRR4045290	100
217	sno/miRNA	26	SRR4045290	78
225	sno/miRNA	27	SRR4045290	128
249	sno/miRNA	28	SRR4045290	115
232	sno/miRNA	29	SRR4045290	84
236	sno/miRNA	30	SRR4045290	91
232	sno/miRNA	31	SRR4045290	65
208	sno/miRNA	32	SRR4045290	30
186	sno/miRNA	33	SRR4045290	17
157	sno/miRNA	34	SRR4045290	12
141	sno/miRNA	35	SRR4045290	1
18371	CDS	25	SRR4045291	54364
18610	CDS	26	SRR4045291	96804
18872	CDS	27	SRR4045291	183905
19152	CDS	28	SRR4045291	368993
19302	CDS	29	SRR4045291	638356
19223	CDS	30	SRR4045291	892822
19026	CDS	31	SRR4045291	993138
18785	CDS	32	SRR4045291	679800
18603	CDS	33	SRR4045291	328354
18327	CDS	34	SRR4045291	30680
18052	CDS	35	SRR4045291	2291
7506	lncRNA	25	SRR4045291	3903
8101	lncRNA	26	SRR4045291	6403
8815	lncRNA	27	SRR4045291	51947
9902	lncRNA	28	SRR4045291	26799
10364	lncRNA	29	SRR4045291	18431
10070	lncRNA	30	SRR4045291	69060
9501	lncRNA	31	SRR4045291	16957
8857	lncRNA	32	SRR4045291	11193
8272	lncRNA	33	SRR4045291	3641
7743	lncRNA	34	SRR4045291	404
6908	lncRNA	35	SRR4045291	33
217	sno/miRNA	25	SRR4045291	493
217	sno/miRNA	26	SRR4045291	666
225	sno/miRNA	27	SRR4045291	2779
249	sno/miRNA	28	SRR4045291	10986
232	sno/miRNA	29	SRR4045291	2016
236	sno/miRNA	30	SRR4045291	2596
232	sno/miRNA	31	SRR4045291	1633
208	sno/miRNA	32	SRR4045291	364
186	sno/miRNA	33	SRR4045291	185
157	sno/miRNA	34	SRR4045291	3
141	sno/miRNA	35	SRR4045291	1
18371	CDS	25	SRR4045292	88041
18610	CDS	26	SRR4045292	162712
18872	CDS	27	SRR4045292	324710
19152	CDS	28	SRR4045292	666317
19302	CDS	29	SRR4045292	1150148
19223	CDS	30	SRR4045292	1500819
19026	CDS	31	SRR4045292	1496500
18785	CDS	32	SRR4045292	1027268
18603	CDS	33	SRR4045292	458086
18327	CDS	34	SRR4045292	105255
18052	CDS	35	SRR4045292	11147
7506	lncRNA	25	SRR4045292	6253
8101	lncRNA	26	SRR4045292	8214
8815	lncRNA	27	SRR4045292	70707
9902	lncRNA	28	SRR4045292	35765
10364	lncRNA	29	SRR4045292	31611
10070	lncRNA	30	SRR4045292	53046
9501	lncRNA	31	SRR4045292	20169
8857	lncRNA	32	SRR4045292	13428
8272	lncRNA	33	SRR4045292	5729
7743	lncRNA	34	SRR4045292	1445
6908	lncRNA	35	SRR4045292	246
217	sno/miRNA	25	SRR4045292	342
217	sno/miRNA	26	SRR4045292	886
225	sno/miRNA	27	SRR4045292	2826
249	sno/miRNA	28	SRR4045292	9220
232	sno/miRNA	29	SRR4045292	1708
236	sno/miRNA	30	SRR4045292	2719
232	sno/miRNA	31	SRR4045292	2077
208	sno/miRNA	32	SRR4045292	674
186	sno/miRNA	33	SRR4045292	329
157	sno/miRNA	34	SRR4045292	63
141	sno/miRNA	35	SRR4045292	2
18371	CDS	25	SRR4045293	10627
18610	CDS	26	SRR4045293	11005
18872	CDS	27	SRR4045293	13850
19152	CDS	28	SRR4045293	21593
19302	CDS	29	SRR4045293	37130
19223	CDS	30	SRR4045293	61508
19026	CDS	31	SRR4045293	95338
18785	CDS	32	SRR4045293	114807
18603	CDS	33	SRR4045293	105497
18327	CDS	34	SRR4045293	27783
18052	CDS	35	SRR4045293	3922
7506	lncRNA	25	SRR4045293	1746
8101	lncRNA	26	SRR4045293	2986
8815	lncRNA	27	SRR4045293	24552
9902	lncRNA	28	SRR4045293	8607
10364	lncRNA	29	SRR4045293	2527
10070	lncRNA	30	SRR4045293	1928
9501	lncRNA	31	SRR4045293	1575
8857	lncRNA	32	SRR4045293	1696
8272	lncRNA	33	SRR4045293	1497
7743	lncRNA	34	SRR4045293	394
6908	lncRNA	35	SRR4045293	78
217	sno/miRNA	25	SRR4045293	164
217	sno/miRNA	26	SRR4045293	101
225	sno/miRNA	27	SRR4045293	282
249	sno/miRNA	28	SRR4045293	1578
232	sno/miRNA	29	SRR4045293	424
236	sno/miRNA	30	SRR4045293	240
232	sno/miRNA	31	SRR4045293	364
208	sno/miRNA	32	SRR4045293	67
186	sno/miRNA	33	SRR4045293	87
157	sno/miRNA	34	SRR4045293	4
141	sno/miRNA	35	SRR4045293	0
18371	CDS	25	SRR4045294	8440
18610	CDS	26	SRR4045294	11764
18872	CDS	27	SRR4045294	20222
19152	CDS	28	SRR4045294	39620
19302	CDS	29	SRR4045294	68101
19223	CDS	30	SRR4045294	94669
19026	CDS	31	SRR4045294	108980
18785	CDS	32	SRR4045294	88150
18603	CDS	33	SRR4045294	43989
18327	CDS	34	SRR4045294	13652
18052	CDS	35	SRR4045294	1758
7506	lncRNA	25	SRR4045294	1411
8101	lncRNA	26	SRR4045294	1792
8815	lncRNA	27	SRR4045294	6348
9902	lncRNA	28	SRR4045294	6042
