n	feature	read_length	srr	val
18371	CDS	25	SRR1042900	15079
18610	CDS	26	SRR1042900	29856
18872	CDS	27	SRR1042900	57609
19152	CDS	28	SRR1042900	100498
19302	CDS	29	SRR1042900	113720
19223	CDS	30	SRR1042900	65293
19026	CDS	31	SRR1042900	20725
18785	CDS	32	SRR1042900	4111
18603	CDS	33	SRR1042900	226
18327	CDS	34	SRR1042900	79
18052	CDS	35	SRR1042900	53
7506	lncRNA	25	SRR1042900	239
8101	lncRNA	26	SRR1042900	263
8815	lncRNA	27	SRR1042900	369
9902	lncRNA	28	SRR1042900	665
10364	lncRNA	29	SRR1042900	833
10070	lncRNA	30	SRR1042900	539
9501	lncRNA	31	SRR1042900	192
8857	lncRNA	32	SRR1042900	52
8272	lncRNA	33	SRR1042900	3
7743	lncRNA	34	SRR1042900	2
6908	lncRNA	35	SRR1042900	1
217	sno/miRNA	25	SRR1042900	8
217	sno/miRNA	26	SRR1042900	3
225	sno/miRNA	27	SRR1042900	7
249	sno/miRNA	28	SRR1042900	5
232	sno/miRNA	29	SRR1042900	8
236	sno/miRNA	30	SRR1042900	5
232	sno/miRNA	31	SRR1042900	3
208	sno/miRNA	32	SRR1042900	1
186	sno/miRNA	33	SRR1042900	0
157	sno/miRNA	34	SRR1042900	0
141	sno/miRNA	35	SRR1042900	0
18371	CDS	25	SRR1042901	14490
18610	CDS	26	SRR1042901	26592
18872	CDS	27	SRR1042901	50939
19152	CDS	28	SRR1042901	88607
19302	CDS	29	SRR1042901	106255
19223	CDS	30	SRR1042901	73113
19026	CDS	31	SRR1042901	28733
18785	CDS	32	SRR1042901	7115
18603	CDS	33	SRR1042901	369
18327	CDS	34	SRR1042901	128
18052	CDS	35	SRR1042901	47
7506	lncRNA	25	SRR1042901	238
8101	lncRNA	26	SRR1042901	261
8815	lncRNA	27	SRR1042901	404
9902	lncRNA	28	SRR1042901	654
10364	lncRNA	29	SRR1042901	829
10070	lncRNA	30	SRR1042901	646
9501	lncRNA	31	SRR1042901	269
8857	lncRNA	32	SRR1042901	83
8272	lncRNA	33	SRR1042901	2
7743	lncRNA	34	SRR1042901	0
6908	lncRNA	35	SRR1042901	0
217	sno/miRNA	25	SRR1042901	4
217	sno/miRNA	26	SRR1042901	2
225	sno/miRNA	27	SRR1042901	12
249	sno/miRNA	28	SRR1042901	7
232	sno/miRNA	29	SRR1042901	9
236	sno/miRNA	30	SRR1042901	5
232	sno/miRNA	31	SRR1042901	3
208	sno/miRNA	32	SRR1042901	0
186	sno/miRNA	33	SRR1042901	0
157	sno/miRNA	34	SRR1042901	0
141	sno/miRNA	35	SRR1042901	0
18371	CDS	25	SRR1042902	2897
18610	CDS	26	SRR1042902	5442
18872	CDS	27	SRR1042902	8805
19152	CDS	28	SRR1042902	11764
19302	CDS	29	SRR1042902	9486
19223	CDS	30	SRR1042902	3562
19026	CDS	31	SRR1042902	883
18785	CDS	32	SRR1042902	204
18603	CDS	33	SRR1042902	21
18327	CDS	34	SRR1042902	5
18052	CDS	35	SRR1042902	11
7506	lncRNA	25	SRR1042902	37
8101	lncRNA	26	SRR1042902	64
8815	lncRNA	27	SRR1042902	73
9902	lncRNA	28	SRR1042902	100
10364	lncRNA	29	SRR1042902	86
10070	lncRNA	30	SRR1042902	34
9501	lncRNA	31	SRR1042902	11
8857	lncRNA	32	SRR1042902	0
8272	lncRNA	33	SRR1042902	0
7743	lncRNA	34	SRR1042902	0
6908	lncRNA	35	SRR1042902	1
217	sno/miRNA	25	SRR1042902	2
217	sno/miRNA	26	SRR1042902	1
225	sno/miRNA	27	SRR1042902	0
249	sno/miRNA	28	SRR1042902	2
232	sno/miRNA	29	SRR1042902	0
236	sno/miRNA	30	SRR1042902	0
232	sno/miRNA	31	SRR1042902	0
208	sno/miRNA	32	SRR1042902	0
186	sno/miRNA	33	SRR1042902	0
157	sno/miRNA	34	SRR1042902	0
141	sno/miRNA	35	SRR1042902	0
18371	CDS	25	SRR1173905	2703
18610	CDS	26	SRR1173905	1216
18872	CDS	27	SRR1173905	1942
19152	CDS	28	SRR1173905	3393
19302	CDS	29	SRR1173905	23051
19223	CDS	30	SRR1173905	148533
19026	CDS	31	SRR1173905	105920
18785	CDS	32	SRR1173905	55940
18603	CDS	33	SRR1173905	814375
18327	CDS	34	SRR1173905	0
18052	CDS	35	SRR1173905	0
7506	lncRNA	25	SRR1173905	4
8101	lncRNA	26	SRR1173905	3
8815	lncRNA	27	SRR1173905	12
9902	lncRNA	28	SRR1173905	8
10364	lncRNA	29	SRR1173905	30
10070	lncRNA	30	SRR1173905	226
9501	lncRNA	31	SRR1173905	210
8857	lncRNA	32	SRR1173905	166
8272	lncRNA	33	SRR1173905	1601
7743	lncRNA	34	SRR1173905	0
6908	lncRNA	35	SRR1173905	0
217	sno/miRNA	25	SRR1173905	0
217	sno/miRNA	26	SRR1173905	0
225	sno/miRNA	27	SRR1173905	0
249	sno/miRNA	28	SRR1173905	0
232	sno/miRNA	29	SRR1173905	0
236	sno/miRNA	30	SRR1173905	0
232	sno/miRNA	31	SRR1173905	1
208	sno/miRNA	32	SRR1173905	0
186	sno/miRNA	33	SRR1173905	4
157	sno/miRNA	34	SRR1173905	0
141	sno/miRNA	35	SRR1173905	0
18371	CDS	25	SRR1173907	1920
18610	CDS	26	SRR1173907	831
18872	CDS	27	SRR1173907	1444
19152	CDS	28	SRR1173907	2496
19302	CDS	29	SRR1173907	10929
19223	CDS	30	SRR1173907	77180
19026	CDS	31	SRR1173907	48308
18785	CDS	32	SRR1173907	26415
18603	CDS	33	SRR1173907	418300
18327	CDS	34	SRR1173907	0
18052	CDS	35	SRR1173907	0
7506	lncRNA	25	SRR1173907	8
8101	lncRNA	26	SRR1173907	0
8815	lncRNA	27	SRR1173907	3
9902	lncRNA	28	SRR1173907	6
10364	lncRNA	29	SRR1173907	17
10070	lncRNA	30	SRR1173907	119
9501	lncRNA	31	SRR1173907	124
8857	lncRNA	32	SRR1173907	78
8272	lncRNA	33	SRR1173907	1007
7743	lncRNA	34	SRR1173907	0
6908	lncRNA	35	SRR1173907	0
217	sno/miRNA	25	SRR1173907	0
217	sno/miRNA	26	SRR1173907	0
225	sno/miRNA	27	SRR1173907	0
249	sno/miRNA	28	SRR1173907	0
232	sno/miRNA	29	SRR1173907	0
236	sno/miRNA	30	SRR1173907	7
232	sno/miRNA	31	SRR1173907	2
208	sno/miRNA	32	SRR1173907	1
186	sno/miRNA	33	SRR1173907	6
157	sno/miRNA	34	SRR1173907	0
141	sno/miRNA	35	SRR1173907	0
18371	CDS	25	SRR1173909	67401
18610	CDS	26	SRR1173909	109964
18872	CDS	27	SRR1173909	192176
19152	CDS	28	SRR1173909	344338
19302	CDS	29	SRR1173909	638315
19223	CDS	30	SRR1173909	1121222
19026	CDS	31	SRR1173909	1527792
18785	CDS	32	SRR1173909	1405396
18603	CDS	33	SRR1173909	832152
18327	CDS	34	SRR1173909	331720
18052	CDS	35	SRR1173909	100563
7506	lncRNA	25	SRR1173909	374
8101	lncRNA	26	SRR1173909	520
8815	lncRNA	27	SRR1173909	551
9902	lncRNA	28	SRR1173909	1021
10364	lncRNA	29	SRR1173909	1302
10070	lncRNA	30	SRR1173909	2244
9501	lncRNA	31	SRR1173909	2924
8857	lncRNA	32	SRR1173909	2877
8272	lncRNA	33	SRR1173909	1743
7743	lncRNA	34	SRR1173909	791
6908	lncRNA	35	SRR1173909	388
217	sno/miRNA	25	SRR1173909	21
217	sno/miRNA	26	SRR1173909	17
225	sno/miRNA	27	SRR1173909	20
249	sno/miRNA	28	SRR1173909	9
232	sno/miRNA	29	SRR1173909	25
236	sno/miRNA	30	SRR1173909	48
232	sno/miRNA	31	SRR1173909	21
208	sno/miRNA	32	SRR1173909	29
186	sno/miRNA	33	SRR1173909	12
157	sno/miRNA	34	SRR1173909	4
141	sno/miRNA	35	SRR1173909	5
18371	CDS	25	SRR1173910	5030
18610	CDS	26	SRR1173910	8423
18872	CDS	27	SRR1173910	14834
19152	CDS	28	SRR1173910	26863
19302	CDS	29	SRR1173910	50732
19223	CDS	30	SRR1173910	90985
19026	CDS	31	SRR1173910	125974
18785	CDS	32	SRR1173910	117883
18603	CDS	33	SRR1173910	71306
18327	CDS	34	SRR1173910	29042
18052	CDS	35	SRR1173910	9226
7506	lncRNA	25	SRR1173910	28
8101	lncRNA	26	SRR1173910	41
8815	lncRNA	27	SRR1173910	46
9902	lncRNA	28	SRR1173910	78
10364	lncRNA	29	SRR1173910	99
10070	lncRNA	30	SRR1173910	183
9501	lncRNA	31	SRR1173910	242
8857	lncRNA	32	SRR1173910	240
8272	lncRNA	33	SRR1173910	144
7743	lncRNA	34	SRR1173910	87
6908	lncRNA	35	SRR1173910	25
217	sno/miRNA	25	SRR1173910	4
217	sno/miRNA	26	SRR1173910	1
225	sno/miRNA	27	SRR1173910	1
249	sno/miRNA	28	SRR1173910	3
232	sno/miRNA	29	SRR1173910	2
236	sno/miRNA	30	SRR1173910	2
232	sno/miRNA	31	SRR1173910	3
208	sno/miRNA	32	SRR1173910	1
186	sno/miRNA	33	SRR1173910	1
157	sno/miRNA	34	SRR1173910	0
141	sno/miRNA	35	SRR1173910	0
18371	CDS	25	SRR1173913	47844
18610	CDS	26	SRR1173913	76992
18872	CDS	27	SRR1173913	129074
19152	CDS	28	SRR1173913	280714
19302	CDS	29	SRR1173913	633812
19223	CDS	30	SRR1173913	881117
19026	CDS	31	SRR1173913	676921
18785	CDS	32	SRR1173913	287964
18603	CDS	33	SRR1173913	73223
18327	CDS	34	SRR1173913	15614
18052	CDS	35	SRR1173913	4888
7506	lncRNA	25	SRR1173913	338
8101	lncRNA	26	SRR1173913	406
8815	lncRNA	27	SRR1173913	555
9902	lncRNA	28	SRR1173913	1077
10364	lncRNA	29	SRR1173913	1800
10070	lncRNA	30	SRR1173913	2562
9501	lncRNA	31	SRR1173913	1796
8857	lncRNA	32	SRR1173913	869
8272	lncRNA	33	SRR1173913	264
7743	lncRNA	34	SRR1173913	175
6908	lncRNA	35	SRR1173913	130
217	sno/miRNA	25	SRR1173913	11
217	sno/miRNA	26	SRR1173913	13
225	sno/miRNA	27	SRR1173913	25
249	sno/miRNA	28	SRR1173913	18
232	sno/miRNA	29	SRR1173913	24
236	sno/miRNA	30	SRR1173913	24
232	sno/miRNA	31	SRR1173913	22
208	sno/miRNA	32	SRR1173913	17
186	sno/miRNA	33	SRR1173913	5
157	sno/miRNA	34	SRR1173913	0
141	sno/miRNA	35	SRR1173913	2
18371	CDS	25	SRR1173914	2701
18610	CDS	26	SRR1173914	4137
18872	CDS	27	SRR1173914	6972
19152	CDS	28	SRR1173914	15308
19302	CDS	29	SRR1173914	34504
19223	CDS	30	SRR1173914	48395
19026	CDS	31	SRR1173914	37961
18785	CDS	32	SRR1173914	16314
18603	CDS	33	SRR1173914	4497
18327	CDS	34	SRR1173914	1012
18052	CDS	35	SRR1173914	325
7506	lncRNA	25	SRR1173914	16
8101	lncRNA	26	SRR1173914	17
8815	lncRNA	27	SRR1173914	38
9902	lncRNA	28	SRR1173914	59
10364	lncRNA	29	SRR1173914	120
10070	lncRNA	30	SRR1173914	128
9501	lncRNA	31	SRR1173914	105
8857	lncRNA	32	SRR1173914	46
8272	lncRNA	33	SRR1173914	16
7743	lncRNA	34	SRR1173914	4
6908	lncRNA	35	SRR1173914	10
217	sno/miRNA	25	SRR1173914	1
217	sno/miRNA	26	SRR1173914	1
225	sno/miRNA	27	SRR1173914	2
249	sno/miRNA	28	SRR1173914	1
232	sno/miRNA	29	SRR1173914	3
236	sno/miRNA	30	SRR1173914	0
232	sno/miRNA	31	SRR1173914	2
208	sno/miRNA	32	SRR1173914	3
186	sno/miRNA	33	SRR1173914	0
157	sno/miRNA	34	SRR1173914	0
141	sno/miRNA	35	SRR1173914	0
18371	CDS	25	SRR1204655	14128
18610	CDS	26	SRR1204655	18657
18872	CDS	27	SRR1204655	53251
19152	CDS	28	SRR1204655	181731
19302	CDS	29	SRR1204655	100761
19223	CDS	30	SRR1204655	16197
19026	CDS	31	SRR1204655	2855
18785	CDS	32	SRR1204655	792
18603	CDS	33	SRR1204655	355
18327	CDS	34	SRR1204655	163
18052	CDS	35	SRR1204655	56
7506	lncRNA	25	SRR1204655	2
8101	lncRNA	26	SRR1204655	7
8815	lncRNA	27	SRR1204655	14
9902	lncRNA	28	SRR1204655	21
10364	lncRNA	29	SRR1204655	21
10070	lncRNA	30	SRR1204655	2
9501	lncRNA	31	SRR1204655	0
8857	lncRNA	32	SRR1204655	2
8272	lncRNA	33	SRR1204655	1
7743	lncRNA	34	SRR1204655	0
6908	lncRNA	35	SRR1204655	0
217	sno/miRNA	25	SRR1204655	0
217	sno/miRNA	26	SRR1204655	1
225	sno/miRNA	27	SRR1204655	0
249	sno/miRNA	28	SRR1204655	0
232	sno/miRNA	29	SRR1204655	0
236	sno/miRNA	30	SRR1204655	0
232	sno/miRNA	31	SRR1204655	0
208	sno/miRNA	32	SRR1204655	0
186	sno/miRNA	33	SRR1204655	0
157	sno/miRNA	34	SRR1204655	0
141	sno/miRNA	35	SRR1204655	0
18371	CDS	25	SRR1204656	12087
18610	CDS	26	SRR1204656	13883
18872	CDS	27	SRR1204656	31384
19152	CDS	28	SRR1204656	112033
19302	CDS	29	SRR1204656	153498
19223	CDS	30	SRR1204656	58557
19026	CDS	31	SRR1204656	12728
18785	CDS	32	SRR1204656	3034
18603	CDS	33	SRR1204656	1171
18327	CDS	34	SRR1204656	394
18052	CDS	35	SRR1204656	181
7506	lncRNA	25	SRR1204656	4
8101	lncRNA	26	SRR1204656	6
8815	lncRNA	27	SRR1204656	9
9902	lncRNA	28	SRR1204656	17
10364	lncRNA	29	SRR1204656	21
10070	lncRNA	30	SRR1204656	15
9501	lncRNA	31	SRR1204656	4
8857	lncRNA	32	SRR1204656	6
8272	lncRNA	33	SRR1204656	2
7743	lncRNA	34	SRR1204656	3
6908	lncRNA	35	SRR1204656	0
217	sno/miRNA	25	SRR1204656	0
217	sno/miRNA	26	SRR1204656	0
225	sno/miRNA	27	SRR1204656	0
249	sno/miRNA	28	SRR1204656	0
232	sno/miRNA	29	SRR1204656	0
236	sno/miRNA	30	SRR1204656	2
232	sno/miRNA	31	SRR1204656	0
208	sno/miRNA	32	SRR1204656	0
186	sno/miRNA	33	SRR1204656	0
157	sno/miRNA	34	SRR1204656	0
141	sno/miRNA	35	SRR1204656	0
18371	CDS	25	SRR1257225	64370
18610	CDS	26	SRR1257225	166088
18872	CDS	27	SRR1257225	421698
19152	CDS	28	SRR1257225	1136248
19302	CDS	29	SRR1257225	1800232
19223	CDS	30	SRR1257225	1338581
19026	CDS	31	SRR1257225	412202
18785	CDS	32	SRR1257225	75451
18603	CDS	33	SRR1257225	17597
18327	CDS	34	SRR1257225	7825
18052	CDS	35	SRR1257225	4128
7506	lncRNA	25	SRR1257225	811
8101	lncRNA	26	SRR1257225	1977
8815	lncRNA	27	SRR1257225	3235
9902	lncRNA	28	SRR1257225	7389
10364	lncRNA	29	SRR1257225	12083
10070	lncRNA	30	SRR1257225	10093
9501	lncRNA	31	SRR1257225	3850
8857	lncRNA	32	SRR1257225	921
8272	lncRNA	33	SRR1257225	210
7743	lncRNA	34	SRR1257225	135
6908	lncRNA	35	SRR1257225	153
217	sno/miRNA	25	SRR1257225	8
217	sno/miRNA	26	SRR1257225	21
225	sno/miRNA	27	SRR1257225	12
249	sno/miRNA	28	SRR1257225	46
232	sno/miRNA	29	SRR1257225	48
236	sno/miRNA	30	SRR1257225	67
232	sno/miRNA	31	SRR1257225	28
208	sno/miRNA	32	SRR1257225	9
186	sno/miRNA	33	SRR1257225	2
157	sno/miRNA	34	SRR1257225	1
141	sno/miRNA	35	SRR1257225	0
18371	CDS	25	SRR1257226	46799
18610	CDS	26	SRR1257226	116874
18872	CDS	27	SRR1257226	292769
19152	CDS	28	SRR1257226	765452
19302	CDS	29	SRR1257226	1210666
19223	CDS	30	SRR1257226	914543
19026	CDS	31	SRR1257226	296055
18785	CDS	32	SRR1257226	56294
18603	CDS	33	SRR1257226	12957
18327	CDS	34	SRR1257226	5825
18052	CDS	35	SRR1257226	3271
7506	lncRNA	25	SRR1257226	593
8101	lncRNA	26	SRR1257226	1182
8815	lncRNA	27	SRR1257226	2361
9902	lncRNA	28	SRR1257226	5156
10364	lncRNA	29	SRR1257226	8434
10070	lncRNA	30	SRR1257226	7208
9501	lncRNA	31	SRR1257226	2954
8857	lncRNA	32	SRR1257226	670
8272	lncRNA	33	SRR1257226	191
7743	lncRNA	34	SRR1257226	149
6908	lncRNA	35	SRR1257226	144
217	sno/miRNA	25	SRR1257226	9
217	sno/miRNA	26	SRR1257226	13
225	sno/miRNA	27	SRR1257226	17
249	sno/miRNA	28	SRR1257226	24
232	sno/miRNA	29	SRR1257226	75
236	sno/miRNA	30	SRR1257226	68
232	sno/miRNA	31	SRR1257226	15
208	sno/miRNA	32	SRR1257226	13
186	sno/miRNA	33	SRR1257226	1
157	sno/miRNA	34	SRR1257226	1
141	sno/miRNA	35	SRR1257226	3
18371	CDS	25	SRR1257227	53932
18610	CDS	26	SRR1257227	141502
18872	CDS	27	SRR1257227	372467
19152	CDS	28	SRR1257227	1006504
19302	CDS	29	SRR1257227	1427977
19223	CDS	30	SRR1257227	927992
19026	CDS	31	SRR1257227	249006
18785	CDS	32	SRR1257227	43715
18603	CDS	33	SRR1257227	11685
18327	CDS	34	SRR1257227	5576
18052	CDS	35	SRR1257227	3060
7506	lncRNA	25	SRR1257227	613
8101	lncRNA	26	SRR1257227	1503
8815	lncRNA	27	SRR1257227	2884
9902	lncRNA	28	SRR1257227	6813
10364	lncRNA	29	SRR1257227	10472
10070	lncRNA	30	SRR1257227	7630
9501	lncRNA	31	SRR1257227	2653
8857	lncRNA	32	SRR1257227	651
8272	lncRNA	33	SRR1257227	198
7743	lncRNA	34	SRR1257227	143
6908	lncRNA	35	SRR1257227	112
217	sno/miRNA	25	SRR1257227	7
217	sno/miRNA	26	SRR1257227	18
225	sno/miRNA	27	SRR1257227	39
249	sno/miRNA	28	SRR1257227	29
232	sno/miRNA	29	SRR1257227	61
236	sno/miRNA	30	SRR1257227	64
232	sno/miRNA	31	SRR1257227	22
208	sno/miRNA	32	SRR1257227	15
186	sno/miRNA	33	SRR1257227	1
157	sno/miRNA	34	SRR1257227	1
141	sno/miRNA	35	SRR1257227	3
18371	CDS	25	SRR1257228	70651
18610	CDS	26	SRR1257228	181499
18872	CDS	27	SRR1257228	445708
19152	CDS	28	SRR1257228	1073183
19302	CDS	29	SRR1257228	1582341
19223	CDS	30	SRR1257228	1135884
19026	CDS	31	SRR1257228	362213
18785	CDS	32	SRR1257228	71738
18603	CDS	33	SRR1257228	17095
18327	CDS	34	SRR1257228	7911
18052	CDS	35	SRR1257228	4530
7506	lncRNA	25	SRR1257228	880
8101	lncRNA	26	SRR1257228	1755
8815	lncRNA	27	SRR1257228	3589
9902	lncRNA	28	SRR1257228	7334
10364	lncRNA	29	SRR1257228	11995
10070	lncRNA	30	SRR1257228	9355
9501	lncRNA	31	SRR1257228	3763
8857	lncRNA	32	SRR1257228	894
8272	lncRNA	33	SRR1257228	244
7743	lncRNA	34	SRR1257228	151
6908	lncRNA	35	SRR1257228	157
217	sno/miRNA	25	SRR1257228	8
217	sno/miRNA	26	SRR1257228	28
225	sno/miRNA	27	SRR1257228	35
249	sno/miRNA	28	SRR1257228	50
232	sno/miRNA	29	SRR1257228	65
236	sno/miRNA	30	SRR1257228	64
232	sno/miRNA	31	SRR1257228	24
208	sno/miRNA	32	SRR1257228	13
186	sno/miRNA	33	SRR1257228	3
157	sno/miRNA	34	SRR1257228	2
141	sno/miRNA	35	SRR1257228	1
18371	CDS	25	SRR1257229	60166
18610	CDS	26	SRR1257229	161066
18872	CDS	27	SRR1257229	415557
19152	CDS	28	SRR1257229	1108813
19302	CDS	29	SRR1257229	1745006
19223	CDS	30	SRR1257229	1304359
19026	CDS	31	SRR1257229	432965
18785	CDS	32	SRR1257229	85098
18603	CDS	33	SRR1257229	19080
18327	CDS	34	SRR1257229	7527
18052	CDS	35	SRR1257229	4145
7506	lncRNA	25	SRR1257229	777
8101	lncRNA	26	SRR1257229	1398
8815	lncRNA	27	SRR1257229	3236
9902	lncRNA	28	SRR1257229	7518
10364	lncRNA	29	SRR1257229	13113
10070	lncRNA	30	SRR1257229	10819
9501	lncRNA	31	SRR1257229	4544
8857	lncRNA	32	SRR1257229	1081
8272	lncRNA	33	SRR1257229	292
7743	lncRNA	34	SRR1257229	153
6908	lncRNA	35	SRR1257229	134
217	sno/miRNA	25	SRR1257229	11
217	sno/miRNA	26	SRR1257229	20
225	sno/miRNA	27	SRR1257229	23
249	sno/miRNA	28	SRR1257229	55
232	sno/miRNA	29	SRR1257229	68
236	sno/miRNA	30	SRR1257229	72
232	sno/miRNA	31	SRR1257229	26
208	sno/miRNA	32	SRR1257229	23
186	sno/miRNA	33	SRR1257229	2
157	sno/miRNA	34	SRR1257229	0
141	sno/miRNA	35	SRR1257229	2
18371	CDS	25	SRR1257230	50598
18610	CDS	26	SRR1257230	134241
18872	CDS	27	SRR1257230	352398
19152	CDS	28	SRR1257230	934311
19302	CDS	29	SRR1257230	1388455
19223	CDS	30	SRR1257230	967617
19026	CDS	31	SRR1257230	292690
18785	CDS	32	SRR1257230	54834
18603	CDS	33	SRR1257230	13074
18327	CDS	34	SRR1257230	5685
18052	CDS	35	SRR1257230	3060
7506	lncRNA	25	SRR1257230	583
8101	lncRNA	26	SRR1257230	1240
8815	lncRNA	27	SRR1257230	2632
9902	lncRNA	28	SRR1257230	6571
10364	lncRNA	29	SRR1257230	10472
10070	lncRNA	30	SRR1257230	7987
9501	lncRNA	31	SRR1257230	3055
8857	lncRNA	32	SRR1257230	664
8272	lncRNA	33	SRR1257230	176
7743	lncRNA	34	SRR1257230	131
6908	lncRNA	35	SRR1257230	122
217	sno/miRNA	25	SRR1257230	5
217	sno/miRNA	26	SRR1257230	14
225	sno/miRNA	27	SRR1257230	27
249	sno/miRNA	28	SRR1257230	42
232	sno/miRNA	29	SRR1257230	56
236	sno/miRNA	30	SRR1257230	45
232	sno/miRNA	31	SRR1257230	22
208	sno/miRNA	32	SRR1257230	9
186	sno/miRNA	33	SRR1257230	1
157	sno/miRNA	34	SRR1257230	3
141	sno/miRNA	35	SRR1257230	1
18371	CDS	25	SRR1257231	94135
18610	CDS	26	SRR1257231	192475
18872	CDS	27	SRR1257231	453499
19152	CDS	28	SRR1257231	1134500
19302	CDS	29	SRR1257231	1693914
19223	CDS	30	SRR1257231	1208942
19026	CDS	31	SRR1257231	375654
18785	CDS	32	SRR1257231	72363
18603	CDS	33	SRR1257231	17638
18327	CDS	34	SRR1257231	8507
18052	CDS	35	SRR1257231	4824
7506	lncRNA	25	SRR1257231	1227
8101	lncRNA	26	SRR1257231	3175
8815	lncRNA	27	SRR1257231	3721
9902	lncRNA	28	SRR1257231	8035
10364	lncRNA	29	SRR1257231	12804
10070	lncRNA	30	SRR1257231	10067
9501	lncRNA	31	SRR1257231	3891
8857	lncRNA	32	SRR1257231	900
8272	lncRNA	33	SRR1257231	270
7743	lncRNA	34	SRR1257231	198
6908	lncRNA	35	SRR1257231	173
217	sno/miRNA	25	SRR1257231	22
217	sno/miRNA	26	SRR1257231	23
225	sno/miRNA	27	SRR1257231	34
249	sno/miRNA	28	SRR1257231	43
232	sno/miRNA	29	SRR1257231	84
236	sno/miRNA	30	SRR1257231	60
232	sno/miRNA	31	SRR1257231	17
208	sno/miRNA	32	SRR1257231	15
186	sno/miRNA	33	SRR1257231	5
157	sno/miRNA	34	SRR1257231	3
141	sno/miRNA	35	SRR1257231	1
18371	CDS	25	SRR1257232	62200
18610	CDS	26	SRR1257232	123852
18872	CDS	27	SRR1257232	291506
19152	CDS	28	SRR1257232	752062
19302	CDS	29	SRR1257232	1286141
19223	CDS	30	SRR1257232	1088958
19026	CDS	31	SRR1257232	414916
18785	CDS	32	SRR1257232	90679
18603	CDS	33	SRR1257232	20622
18327	CDS	34	SRR1257232	8664
18052	CDS	35	SRR1257232	4563
7506	lncRNA	25	SRR1257232	750
8101	lncRNA	26	SRR1257232	1282
8815	lncRNA	27	SRR1257232	2413
9902	lncRNA	28	SRR1257232	5388
10364	lncRNA	29	SRR1257232	10099
10070	lncRNA	30	SRR1257232	9387
9501	lncRNA	31	SRR1257232	4116
8857	lncRNA	32	SRR1257232	1066
8272	lncRNA	33	SRR1257232	240
7743	lncRNA	34	SRR1257232	153
6908	lncRNA	35	SRR1257232	131
217	sno/miRNA	25	SRR1257232	17
217	sno/miRNA	26	SRR1257232	22
225	sno/miRNA	27	SRR1257232	36
249	sno/miRNA	28	SRR1257232	38
232	sno/miRNA	29	SRR1257232	49
236	sno/miRNA	30	SRR1257232	60
232	sno/miRNA	31	SRR1257232	13
208	sno/miRNA	32	SRR1257232	17
186	sno/miRNA	33	SRR1257232	2
157	sno/miRNA	34	SRR1257232	3
141	sno/miRNA	35	SRR1257232	1
18371	CDS	25	SRR1257233	45228
18610	CDS	26	SRR1257233	90772
18872	CDS	27	SRR1257233	206582
19152	CDS	28	SRR1257233	524120
19302	CDS	29	SRR1257233	838309
19223	CDS	30	SRR1257233	647532
19026	CDS	31	SRR1257233	225045
18785	CDS	32	SRR1257233	46240
18603	CDS	33	SRR1257233	10003
18327	CDS	34	SRR1257233	4324
18052	CDS	35	SRR1257233	2311
7506	lncRNA	25	SRR1257233	615
8101	lncRNA	26	SRR1257233	1053
8815	lncRNA	27	SRR1257233	1820
9902	lncRNA	28	SRR1257233	3951
10364	lncRNA	29	SRR1257233	6516
10070	lncRNA	30	SRR1257233	5577
9501	lncRNA	31	SRR1257233	2399
8857	lncRNA	32	SRR1257233	576
8272	lncRNA	33	SRR1257233	145
7743	lncRNA	34	SRR1257233	85
6908	lncRNA	35	SRR1257233	72
217	sno/miRNA	25	SRR1257233	12
217	sno/miRNA	26	SRR1257233	11
225	sno/miRNA	27	SRR1257233	15
249	sno/miRNA	28	SRR1257233	28
232	sno/miRNA	29	SRR1257233	36
236	sno/miRNA	30	SRR1257233	29
232	sno/miRNA	31	SRR1257233	13
208	sno/miRNA	32	SRR1257233	10
186	sno/miRNA	33	SRR1257233	2
157	sno/miRNA	34	SRR1257233	4
141	sno/miRNA	35	SRR1257233	1
18371	CDS	25	SRR1257234	45970
18610	CDS	26	SRR1257234	87722
18872	CDS	27	SRR1257234	197980
19152	CDS	28	SRR1257234	508392
19302	CDS	29	SRR1257234	897114
19223	CDS	30	SRR1257234	794942
19026	CDS	31	SRR1257234	339509
18785	CDS	32	SRR1257234	82248
18603	CDS	33	SRR1257234	17380
18327	CDS	34	SRR1257234	6431
18052	CDS	35	SRR1257234	3468
7506	lncRNA	25	SRR1257234	602
8101	lncRNA	26	SRR1257234	882
8815	lncRNA	27	SRR1257234	1742
9902	lncRNA	28	SRR1257234	3676
10364	lncRNA	29	SRR1257234	7106
10070	lncRNA	30	SRR1257234	6840
9501	lncRNA	31	SRR1257234	3211
8857	lncRNA	32	SRR1257234	908
8272	lncRNA	33	SRR1257234	240
7743	lncRNA	34	SRR1257234	118
6908	lncRNA	35	SRR1257234	91
217	sno/miRNA	25	SRR1257234	13
217	sno/miRNA	26	SRR1257234	15
225	sno/miRNA	27	SRR1257234	28
249	sno/miRNA	28	SRR1257234	29
232	sno/miRNA	29	SRR1257234	58
236	sno/miRNA	30	SRR1257234	40
232	sno/miRNA	31	SRR1257234	18
208	sno/miRNA	32	SRR1257234	11
186	sno/miRNA	33	SRR1257234	1
157	sno/miRNA	34	SRR1257234	3
141	sno/miRNA	35	SRR1257234	1
18371	CDS	25	SRR1257235	59393
18610	CDS	26	SRR1257235	122555
